term_id,item_id,relevance_label,query,duplicate_status,source_split
TERM_00aae287,ITEM_9a09f6eeceec,1,lilac home yapay çiçek,False,assigned_per_seed
TERM_00aae287,ITEM_a2a11a3ccf61,0,lilac home yapay çiçek,False,assigned_per_seed
TERM_00aae287,ITEM_bc8f9fbce2b8,0,lilac home yapay çiçek,False,assigned_per_seed
TERM_00aae287,ITEM_be1ab52aa261,0,lilac home yapay çiçek,False,assigned_per_seed
TERM_00aae287,ITEM_c1e123f3a6aa,1,lilac home yapay çiçek,False,assigned_per_seed
TERM_00aae287,ITEM_d83c942496d2,1,lilac home yapay çiçek,True,assigned_per_seed
TERM_00aae287,ITEM_e77cd9d381cf,0,lilac home yapay çiçek,False,assigned_per_seed
TERM_00aae287,ITEM_f7f587fe2bb4,0,lilac home yapay çiçek,False,assigned_per_seed
TERM_00aae287,ITEM_fa0a257b05a1,1,lilac home yapay çiçek,False,assigned_per_seed
TERM_00aae287,ITEM_fb8391579e4a,1,lilac home yapay çiçek,False,assigned_per_seed
TERM_00aae287,ITEM_fc31f06202b6,0,lilac home yapay çiçek,False,assigned_per_seed
TERM_010b17df,ITEM_23e412ea1ca4,1,amazfit,False,assigned_per_seed
TERM_010b17df,ITEM_57144e16973a,0,amazfit,False,assigned_per_seed
TERM_010b17df,ITEM_9ea50054aed9,0,amazfit,False,assigned_per_seed
TERM_010b17df,ITEM_bf7939069c09,0,amazfit,False,assigned_per_seed
TERM_010b17df,ITEM_c559ff4cb9c9,1,amazfit,False,assigned_per_seed
TERM_010b17df,ITEM_ef6ade10b699,0,amazfit,False,assigned_per_seed
TERM_01844fe7,ITEM_0e2ae71de145,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_10acaf7784ab,1,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_15d5bb217dfe,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_2f0b0fd1344a,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_5eead4f5a2fd,0,termal kamera,True,assigned_per_seed
TERM_01844fe7,ITEM_5f487b5151fe,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_673476e2d1ce,1,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_683865b6c7c0,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_6a50ce519bc0,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_7f1cc1ba7fdc,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_7f5f2fd275ef,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_807911c6a1dd,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_82a7ca14a060,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_906b6a33b2a4,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_95c612f28600,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_980a33a59069,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_9e44659a8d83,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_a3e442c3590c,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_bbc1d3593c2c,1,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_ca6031530821,0,termal kamera,True,assigned_per_seed
TERM_01844fe7,ITEM_e4ea7f0334bc,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_e77f275f7bf0,0,termal kamera,False,assigned_per_seed
TERM_01844fe7,ITEM_f48219a1a76e,0,termal kamera,True,assigned_per_seed
TERM_01844fe7,ITEM_fc984eae4a6f,0,termal kamera,False,assigned_per_seed
TERM_01905321,ITEM_05d44e8251b1,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_1eb081c2b2a4,1,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_26b7d326a81b,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_2a213acdef92,1,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_2d243b5238e7,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_2dabcb8adca2,0,masa örtüsü kumaşı,True,assigned_per_seed
TERM_01905321,ITEM_2e78bf31e346,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_4a19574c8c7c,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_4ac7a3dff9f0,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_4d860bf7c26e,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_5353781d0bf5,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_5f149a58b78f,1,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_620f2e0c1fb4,1,masa örtüsü kumaşı,True,assigned_per_seed
TERM_01905321,ITEM_6e44f27d9813,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_712f7929c114,0,masa örtüsü kumaşı,True,assigned_per_seed
TERM_01905321,ITEM_729ebd5e8e27,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_79ff337db35f,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_8e9bcf1d5de4,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_8ec20226b548,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_8fb8af1cd0ad,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_91ebcfd8279a,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_9235a01d0208,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_92b80b26cf7e,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_9768f9fe7d81,1,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_98962f123b70,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_9ae348cbe5c6,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_aeff979a36dd,1,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_af89195fc4fd,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_b8c0f8d58118,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_bb929ff101f4,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_bcc7b0d7722a,0,masa örtüsü kumaşı,True,assigned_per_seed
TERM_01905321,ITEM_c1664e727f5c,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_c3e972a9be23,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_c8519a620694,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_cafcb63030bb,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_cb6c2817f225,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_cd3fa3b9a030,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_ceb453dbc959,1,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_ceba58d962a5,1,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_d3ec22d0e8ae,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_dcb4eaa0ba36,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_e7d707d35016,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_f2478ea5e7d3,0,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_fc85a7e4d4f4,1,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01905321,ITEM_fe5793adcaf0,1,masa örtüsü kumaşı,False,assigned_per_seed
TERM_01b2d23a,ITEM_3611de2cb397,1,sütaş tereyağ,False,assigned_per_seed
TERM_01b2d23a,ITEM_3b3c47bab35e,1,sütaş tereyağ,False,assigned_per_seed
TERM_01b2d23a,ITEM_776abe56b7d2,1,sütaş tereyağ,True,assigned_per_seed
TERM_01b2d23a,ITEM_94b170ec4aa8,0,sütaş tereyağ,False,assigned_per_seed
TERM_01b2d23a,ITEM_9754158bc4f1,0,sütaş tereyağ,False,assigned_per_seed
TERM_01b2d23a,ITEM_aa2caba4828a,0,sütaş tereyağ,False,assigned_per_seed
TERM_01b2d23a,ITEM_eb079882a798,0,sütaş tereyağ,False,assigned_per_seed
TERM_01b2d23a,ITEM_eb761dfbb67a,0,sütaş tereyağ,False,assigned_per_seed
TERM_01b2d23a,ITEM_f3a1ac555853,0,sütaş tereyağ,False,assigned_per_seed
TERM_01effb8d,ITEM_405f28370b24,1,ekol on triko,False,assigned_per_seed
TERM_01effb8d,ITEM_4a9c6cb17156,0,ekol on triko,False,assigned_per_seed
TERM_01effb8d,ITEM_6a10efb225d2,0,ekol on triko,False,assigned_per_seed
TERM_01effb8d,ITEM_9779952987c6,1,ekol on triko,False,assigned_per_seed
TERM_01effb8d,ITEM_b6205766b5b8,0,ekol on triko,False,assigned_per_seed
TERM_01effb8d,ITEM_d9876060f355,0,ekol on triko,False,assigned_per_seed
TERM_01effb8d,ITEM_f738b0c85e68,0,ekol on triko,False,assigned_per_seed
TERM_01effb8d,ITEM_fd5354e30092,0,ekol on triko,False,assigned_per_seed
TERM_01f0fe6c,ITEM_02c8f84e5449,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_119a300f0142,0,revox şampuan,True,assigned_per_seed
TERM_01f0fe6c,ITEM_13bd89cb989a,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_22f858723e0d,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_2dd289b7231d,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_3b5c8bbea436,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_3e36d0187365,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_40109e79a0cf,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_47e9f648bca2,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_55566aad882d,1,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_6d90d6e49968,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_6fbb83b83dce,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_855a825b2b1c,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_90d478ed6920,1,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_a5a540e81612,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_b370ede2afe1,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_c264de511b52,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_c49c97f37dbd,1,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_d8bb0ed3d8bb,1,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_d9b2be27be60,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_e1749925fb15,0,revox şampuan,False,assigned_per_seed
TERM_01f0fe6c,ITEM_ecd155752872,1,revox şampuan,False,assigned_per_seed
TERM_0207161a,ITEM_1271d08a7dea,0,duş borusu,False,assigned_per_seed
TERM_0207161a,ITEM_4f2aca4cb061,1,duş borusu,False,assigned_per_seed
TERM_0207161a,ITEM_852549594dbd,0,duş borusu,False,assigned_per_seed
TERM_0207161a,ITEM_97da5ba1bcf1,0,duş borusu,False,assigned_per_seed
TERM_02183775,ITEM_11beafd787a1,0,karcher sc 4,False,assigned_per_seed
TERM_02183775,ITEM_4db78de21d92,1,karcher sc 4,False,assigned_per_seed
TERM_02183775,ITEM_50945608fc2d,0,karcher sc 4,False,assigned_per_seed
TERM_02183775,ITEM_f17001f626a8,0,karcher sc 4,False,assigned_per_seed
TERM_02714707,ITEM_018ce07d0ff9,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_03532d19b166,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_0756e84d2111,1,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_0b74f29c2263,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_0dded4c262df,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_0f97cfae8044,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_128d870ab980,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_1c33abb4b906,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_22007139d440,1,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_2c400d9bba22,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_4a31598afcd4,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_54156e6900ec,1,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_749b82ee789a,1,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_7b0fb0265980,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_8332d6fb3090,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_8e9b218b55f7,1,yuka atelier omuz çantası,True,assigned_per_seed
TERM_02714707,ITEM_9a38ef749382,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_9ce0fc3eb10f,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_a924a5a2898b,1,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_e6bc03562961,1,yuka atelier omuz çantası,True,assigned_per_seed
TERM_02714707,ITEM_e6f32c746d65,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_f0e0c3d1521d,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_f105f615f361,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_f45bda447ab0,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02714707,ITEM_f844208befd6,0,yuka atelier omuz çantası,False,assigned_per_seed
TERM_02777c67,ITEM_013754e80882,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_04b2e92c4bd4,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_0d8e9b46c3cd,0,bts tişört,True,assigned_per_seed
TERM_02777c67,ITEM_1657a31186e2,1,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_19c1d6eef1b7,1,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_2050a007db95,1,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_28e25770aeee,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_315658097849,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_33d0352260f8,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_387b9955b649,1,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_3f323d19b6bb,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_400a6ca2a957,1,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_446943dac6bd,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_470e2893a976,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_4dc82ee07dfe,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_56e82039b7c4,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_5a23131e7c7e,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_5ae5f5b39233,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_5e3b102d2d9e,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_615318b06526,1,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_70174d509f5d,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_74759ffe8c25,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_82f1615fdd3c,1,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_9519df494719,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_9f7db3b9ef95,0,bts tişört,True,assigned_per_seed
TERM_02777c67,ITEM_a8c6b69654b5,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_ade057855624,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_b8fdfa889af1,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_be27a8223113,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_d1e3ad524cc6,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_d579aeb26f41,1,bts tişört,True,assigned_per_seed
TERM_02777c67,ITEM_d8874fc4d583,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_e47b84772da0,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_ea9113c7d2f0,1,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_fba5e071b11f,0,bts tişört,False,assigned_per_seed
TERM_02777c67,ITEM_fcc46f8f2b8c,0,bts tişört,False,assigned_per_seed
TERM_02b199d1,ITEM_05cf41d054d2,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_07aa5572c284,1,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_07fee1b3e13e,1,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_15dd92130b81,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_2ac6e90abfd5,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_51e65e14a300,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_609f51a8123d,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_624379a4b6d9,1,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_6f2e0ce4f347,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_78cd34d88102,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_7f842ff0f407,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_8247ca93b89d,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_93f650207f48,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_9a2e221cbe09,0,renax,True,assigned_per_seed
TERM_02b199d1,ITEM_9a3f3eda7379,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_9ced4cc84801,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_9e1b54557f02,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_9e9d2273b540,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_a48b7775549e,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_c2dcd7de401a,1,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_c95711089b81,0,renax,False,assigned_per_seed
TERM_02b199d1,ITEM_fbb230dabd1b,1,renax,False,assigned_per_seed
TERM_03931875,ITEM_01ae80394254,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_0cdff78ceeda,1,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_0e69fc6f18b9,1,konvoy havlusu,True,assigned_per_seed
TERM_03931875,ITEM_1047279cf9f3,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_111ddb0d96df,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_13578ac4cdfb,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_1744f6114be0,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_25093ecc7236,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_2947af490735,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_2fb3242a376d,1,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_35632fec872b,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_378474cd1193,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_3ba7d7556958,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_3c2fb47a765f,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_4948bc741f52,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_5c946b46888a,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_5e0a305a7da3,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_6fef04b9a825,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_78d05aba6d01,0,konvoy havlusu,True,assigned_per_seed
TERM_03931875,ITEM_7cfa68b5e212,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_81e0d84bb5eb,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_8242dbb2b9f6,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_8d3b44c0400b,1,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_9ea66185e04c,1,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_9f85d9c58fcf,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_a20be6e4720e,0,konvoy havlusu,True,assigned_per_seed
TERM_03931875,ITEM_a21d3542fb9a,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_a4f7ed416c72,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_a6c3357c3d9c,1,konvoy havlusu,True,assigned_per_seed
TERM_03931875,ITEM_c2dc00cc12e0,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_cf25353207ed,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_dbad56876668,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_dc35cb8029d3,1,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_debd02e619dc,0,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_f0b1d79f3d32,1,konvoy havlusu,True,assigned_per_seed
TERM_03931875,ITEM_f5dd246ca538,1,konvoy havlusu,False,assigned_per_seed
TERM_03931875,ITEM_fb2834ff4852,0,konvoy havlusu,False,assigned_per_seed
TERM_04187d16,ITEM_0e96cf50eede,1,sinbo mikser & mikser seti,False,assigned_per_seed
TERM_04187d16,ITEM_8afac4a22463,0,sinbo mikser & mikser seti,False,assigned_per_seed
TERM_04187d16,ITEM_944ebe7c100a,0,sinbo mikser & mikser seti,False,assigned_per_seed
TERM_042473bb,ITEM_04e9c9cb0e10,0,bohem duvar rafı,False,assigned_per_seed
TERM_042473bb,ITEM_20182e09ae41,1,bohem duvar rafı,False,assigned_per_seed
TERM_042473bb,ITEM_22fedb74f59f,0,bohem duvar rafı,False,assigned_per_seed
TERM_042473bb,ITEM_53d50c9b05bb,0,bohem duvar rafı,False,assigned_per_seed
TERM_042473bb,ITEM_62a167958979,0,bohem duvar rafı,False,assigned_per_seed
TERM_042473bb,ITEM_8dd1e60671c4,1,bohem duvar rafı,True,assigned_per_seed
TERM_042473bb,ITEM_92dcdaebf3e7,0,bohem duvar rafı,False,assigned_per_seed
TERM_042473bb,ITEM_bf1d3af02497,0,bohem duvar rafı,False,assigned_per_seed
TERM_042473bb,ITEM_c3300573fdb0,0,bohem duvar rafı,False,assigned_per_seed
