seed,term_id,method,recall@1,hit_rate@1,precision@1,recall@5,hit_rate@5,precision@5,recall@10,hit_rate@10,precision@10,recall@20,hit_rate@20,precision@20,recall@50,hit_rate@50,precision@50,recall@100,hit_rate@100,precision@100,mrr,map@100,ndcg@10,candidate_coverage,zero_result_rate,relevant_product_availability
42,TERM_01b2d23a,tfidf_combined_enriched,0.3333333333333333,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.3,1.0,1.0,0.15,1.0,1.0,0.06,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_9f1afdf5,tfidf_combined_enriched,0.037037037037037,1.0,1.0,0.1851851851851851,1.0,1.0,0.3703703703703703,1.0,1.0,0.7407407407407407,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.27,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_b99215bc,tfidf_combined_enriched,0.0,0.0,0.0,0.0606060606060606,1.0,0.8,0.106060606060606,1.0,0.7,0.2272727272727272,1.0,0.75,0.5757575757575758,1.0,0.76,1.0,1.0,0.66,0.5,0.723423215009707,0.6378891765242928,1.0,0.0,1.0
42,TERM_f4e8f171,tfidf_combined_enriched,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_76ff09fe,tfidf_combined_enriched,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_e742a4bf,tfidf_combined_enriched,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_df9fb797,tfidf_combined_enriched,0.2,1.0,1.0,0.6,1.0,0.6,0.8,1.0,0.4,0.8,1.0,0.2,0.8,1.0,0.08,0.8,1.0,0.04,1.0,0.6342857142857143,0.7974049492783576,1.0,0.0,1.0
42,TERM_69e403fd,tfidf_combined_enriched,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_5adc6f77,tfidf_combined_enriched,0.1111111111111111,1.0,1.0,0.5555555555555556,1.0,1.0,0.8888888888888888,1.0,0.8,0.8888888888888888,1.0,0.4,0.8888888888888888,1.0,0.16,0.8888888888888888,1.0,0.08,1.0,0.8888888888888888,0.9292442392789194,1.0,0.0,1.0
42,TERM_cd79dd35,tfidf_combined_enriched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,1.0,0.2,0.1470588235294117,1.0,0.1,0.3529411764705882,1.0,0.12,0.0769230769230769,0.0479493827949959,0.0,1.0,0.0,1.0
42,TERM_6299cffa,tfidf_combined_enriched,0.1666666666666666,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.3,1.0,1.0,0.12,1.0,1.0,0.06,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_9de4899b,tfidf_combined_enriched,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_8481af2b,tfidf_combined_enriched,0.1428571428571428,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.35,1.0,1.0,0.14,1.0,1.0,0.07,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_f6c8c609,tfidf_combined_enriched,0.0227272727272727,1.0,1.0,0.1136363636363636,1.0,1.0,0.1818181818181818,1.0,0.8,0.3636363636363636,1.0,0.8,0.8409090909090909,1.0,0.74,1.0,1.0,0.44,1.0,0.7830095215287791,0.8643145546088337,1.0,0.0,1.0
42,TERM_66cc24f4,tfidf_combined_enriched,0.0,0.0,0.0,0.4,1.0,0.4,0.4,1.0,0.2,0.6,1.0,0.15,1.0,1.0,0.1,1.0,1.0,0.05,0.5,0.3413636363636363,0.3835663673713356,1.0,0.0,1.0
42,TERM_1e240fdb,tfidf_combined_enriched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.3,1.0,1.0,0.14,1.0,1.0,0.07,0.0769230769230769,0.2304315248366553,0.0,1.0,0.0,1.0
42,TERM_2ad8095b,tfidf_combined_enriched,0.0,0.0,0.0,0.2,1.0,0.2,0.2,1.0,0.1,0.2,1.0,0.05,0.6,1.0,0.06,0.6,1.0,0.03,0.2,0.079047619047619,0.1312050775123417,1.0,0.0,1.0
42,TERM_dcf43633,tfidf_combined_enriched,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_1fbd94d0,tfidf_combined_enriched,0.2,1.0,1.0,0.8,1.0,0.8,0.8,1.0,0.4,0.8,1.0,0.2,0.8,1.0,0.08,0.8,1.0,0.04,1.0,0.8,0.8687949224876582,1.0,0.0,1.0
42,TERM_51772210,tfidf_combined_enriched,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_a2d16cee,tfidf_combined_enriched,0.0833333333333333,1.0,1.0,0.0833333333333333,1.0,0.2,0.0833333333333333,1.0,0.1,0.25,1.0,0.15,0.6666666666666666,1.0,0.16,0.6666666666666666,1.0,0.08,1.0,0.1860105688395162,0.2200917662980801,1.0,0.0,1.0
42,TERM_9fa423bb,tfidf_combined_enriched,0.0909090909090909,1.0,1.0,0.2727272727272727,1.0,0.6,0.2727272727272727,1.0,0.3,0.2727272727272727,1.0,0.15,0.6363636363636364,1.0,0.14,0.8181818181818182,1.0,0.09,1.0,0.3664748152665298,0.4690000933206748,1.0,0.0,1.0
42,TERM_bbdc88cf,tfidf_combined_enriched,0.0625,1.0,1.0,0.3125,1.0,1.0,0.625,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.32,1.0,1.0,0.16,1.0,0.9837863270308124,1.0,1.0,0.0,1.0
42,TERM_ccd2935e,tfidf_combined_enriched,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_ecd347bb,tfidf_combined_enriched,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,0.75,0.8772153153380493,1.0,0.0,1.0
42,TERM_857bd626,tfidf_combined_enriched,0.0,0.0,0.0,0.5714285714285714,1.0,0.8,0.8571428571428571,1.0,0.6,1.0,1.0,0.35,1.0,1.0,0.14,1.0,1.0,0.07,0.5,0.6440476190476191,0.7050451472304174,1.0,0.0,1.0
42,TERM_bd6e5396,tfidf_combined_enriched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,0.08,0.9285714285714286,1.0,0.13,0.0294117647058823,0.1047393167236862,0.0,1.0,0.0,1.0
42,TERM_9f4ef2d5,tfidf_combined_enriched,0.0,0.0,0.0,0.0476190476190476,1.0,0.2,0.2857142857142857,1.0,0.6,0.3809523809523809,1.0,0.4,0.5714285714285714,1.0,0.24,0.6190476190476191,1.0,0.13,0.2,0.2369450729820404,0.4362115423097744,1.0,0.0,1.0
42,TERM_3a10bbbe,tfidf_combined_enriched,0.0,0.0,0.0,0.5,1.0,0.2,0.5,1.0,0.1,0.5,1.0,0.05,1.0,1.0,0.04,1.0,1.0,0.02,0.3333333333333333,0.1923076923076923,0.3065735963827292,1.0,0.0,1.0
42,TERM_ad974769,tfidf_combined_enriched,0.0,0.0,0.0,1.0,1.0,0.6,1.0,1.0,0.3,1.0,1.0,0.15,1.0,1.0,0.06,1.0,1.0,0.03,0.5,0.6388888888888888,0.7328286204777911,1.0,0.0,1.0
42,TERM_1db625de,tfidf_combined_enriched,0.1,1.0,1.0,0.4,1.0,0.8,0.4,1.0,0.4,0.6,1.0,0.3,1.0,1.0,0.2,1.0,1.0,0.1,1.0,0.5365077917709713,0.5100691314582919,1.0,0.0,1.0
42,TERM_7e48904f,tfidf_combined_enriched,0.1666666666666666,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.3,1.0,1.0,0.12,1.0,1.0,0.06,1.0,0.9583333333333334,0.9876712785649564,1.0,0.0,1.0
42,TERM_7fa84709,tfidf_combined_enriched,0.0666666666666666,1.0,1.0,0.2,1.0,0.6,0.5333333333333333,1.0,0.8,0.8666666666666667,1.0,0.65,1.0,1.0,0.3,1.0,1.0,0.15,1.0,0.773272906717179,0.8200685179888283,1.0,0.0,1.0
42,TERM_58df9d40,tfidf_combined_enriched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,0.04,0.2857142857142857,1.0,0.02,0.037037037037037,0.0145075951527564,0.0,1.0,0.0,1.0
42,TERM_4a632225,tfidf_combined_enriched,0.1428571428571428,1.0,1.0,0.1428571428571428,1.0,0.2,0.4285714285714285,1.0,0.3,0.4285714285714285,1.0,0.15,0.8571428571428571,1.0,0.12,1.0,1.0,0.07,1.0,0.3305562362166135,0.4555352795695787,1.0,0.0,1.0
42,TERM_4a053deb,tfidf_combined_enriched,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_60b4617a,tfidf_combined_enriched,0.0666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.3,1.0,1.0,0.15,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_f5a5a7ad,tfidf_combined_enriched,0.1666666666666666,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.4,0.8333333333333334,1.0,0.25,1.0,1.0,0.12,1.0,1.0,0.06,1.0,0.6911904761904761,0.7409096387260823,1.0,0.0,1.0
42,TERM_31dd9fc6,tfidf_combined_enriched,0.0526315789473684,1.0,1.0,0.1052631578947368,1.0,0.4,0.1052631578947368,1.0,0.2,0.1578947368421052,1.0,0.15,0.2105263157894736,1.0,0.08,0.4210526315789473,1.0,0.08,1.0,0.1364613482855591,0.3589542101716347,1.0,0.0,1.0
42,TERM_10810d73,tfidf_combined_enriched,0.3333333333333333,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.3,1.0,1.0,0.15,1.0,1.0,0.06,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_f9d04596,tfidf_combined_enriched,0.0,0.0,0.0,0.1111111111111111,1.0,0.4,0.3888888888888889,1.0,0.7,0.7777777777777778,1.0,0.7,1.0,1.0,0.36,1.0,1.0,0.18,0.3333333333333333,0.6616387711588949,0.5559026721867443,1.0,0.0,1.0
42,TERM_a226227f,tfidf_combined_enriched,0.0,0.0,0.0,0.0476190476190476,1.0,0.2,0.238095238095238,1.0,0.5,0.3809523809523809,1.0,0.4,0.7142857142857143,1.0,0.3,1.0,1.0,0.21,0.5,0.3767101485470376,0.4263100803427562,1.0,0.0,1.0
42,TERM_9bcceaed,tfidf_combined_enriched,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_f44589ed,tfidf_combined_enriched,0.1428571428571428,1.0,1.0,0.2857142857142857,1.0,0.4,0.5714285714285714,1.0,0.4,0.8571428571428571,1.0,0.3,0.8571428571428571,1.0,0.12,0.8571428571428571,1.0,0.06,1.0,0.4702380952380952,0.5778858797137413,1.0,0.0,1.0
42,TERM_110c5944,tfidf_combined_enriched,0.0,0.0,0.0,0.1304347826086956,1.0,0.6,0.2608695652173913,1.0,0.6,0.5217391304347826,1.0,0.6,0.6521739130434783,1.0,0.3,0.6956521739130435,1.0,0.16,0.5,0.412785951279692,0.5552448576790283,1.0,0.0,1.0
42,TERM_6f9e34cc,tfidf_combined_enriched,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_b6825174,tfidf_combined_enriched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.02,0.3333333333333333,1.0,0.01,0.04,0.0133333333333333,0.0,1.0,0.0,1.0
42,TERM_a8d4451e,tfidf_combined_enriched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.0120481927710843,0.0120481927710843,0.0,1.0,0.0,1.0
42,TERM_2e6b94c7,tfidf_combined_enriched,0.0,0.0,0.0,0.088235294117647,1.0,0.6,0.1470588235294117,1.0,0.5,0.3823529411764705,1.0,0.65,1.0,1.0,0.68,1.0,1.0,0.34,0.5,0.6771353896137609,0.4705561169627617,1.0,0.0,1.0
42,TERM_c15dd10b,tfidf_combined_enriched,0.5,1.0,1.0,0.5,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,0.6666666666666666,0.8315546295836225,1.0,0.0,1.0
42,TERM_faea28e9,tfidf_combined_enriched,0.0909090909090909,1.0,1.0,0.1818181818181818,1.0,0.4,0.2727272727272727,1.0,0.3,0.2727272727272727,1.0,0.15,0.4545454545454545,1.0,0.1,0.5454545454545454,1.0,0.06,1.0,0.2559795795476684,0.4283854321084119,1.0,0.0,1.0
42,TERM_1e810787,tfidf_combined_enriched,0.0,0.0,0.0,0.0909090909090909,1.0,0.2,0.0909090909090909,1.0,0.1,0.1818181818181818,1.0,0.1,0.4545454545454545,1.0,0.1,0.8181818181818182,1.0,0.09,0.2,0.1027301863562686,0.0851431176416209,1.0,0.0,1.0
42,TERM_9d4914e2,tfidf_combined_enriched,0.0909090909090909,1.0,1.0,0.4545454545454545,1.0,1.0,0.8181818181818182,1.0,0.9,1.0,1.0,0.55,1.0,1.0,0.22,1.0,1.0,0.11,1.0,0.9214646464646464,0.933745776545611,1.0,0.0,1.0
42,TERM_6618d527,tfidf_combined_enriched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,0.0588235294117647,0.0588235294117647,0.0,1.0,0.0,1.0
42,TERM_02714707,tfidf_combined_enriched,0.1428571428571428,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.35,1.0,1.0,0.14,1.0,1.0,0.07,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_a5861232,tfidf_combined_enriched,0.25,1.0,1.0,0.75,1.0,0.6,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.08,1.0,1.0,0.04,1.0,0.7986111111111112,0.9223260797603764,1.0,0.0,1.0
42,TERM_ef7cfdbc,tfidf_combined_enriched,0.0357142857142857,1.0,1.0,0.0714285714285714,1.0,0.4,0.1428571428571428,1.0,0.4,0.3214285714285714,1.0,0.45,0.5714285714285714,1.0,0.32,0.7857142857142857,1.0,0.22,1.0,0.3415193635081071,0.5107164012496701,1.0,0.0,1.0
42,TERM_b11c3f2d,tfidf_combined_enriched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,0.04,0.0149253731343283,0.0169568216644217,0.0,1.0,0.0,1.0
42,TERM_10232bb1,tfidf_combined_enriched,0.1428571428571428,1.0,1.0,0.2857142857142857,1.0,0.4,0.4285714285714285,1.0,0.3,0.7142857142857143,1.0,0.25,0.8571428571428571,1.0,0.12,0.8571428571428571,1.0,0.06,1.0,0.3847789115646258,0.4791259392944885,1.0,0.0,1.0
42,TERM_c15857b5,tfidf_combined_enriched,0.0,0.0,0.0,0.375,1.0,0.6,0.375,1.0,0.3,0.375,1.0,0.15,1.0,1.0,0.16,1.0,1.0,0.08,0.5,0.3249842171717172,0.3663771643778126,1.0,0.0,1.0
42,TERM_8397c3a7,tfidf_combined_enriched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.05,0.5,1.0,0.02,0.5,1.0,0.01,0.0909090909090909,0.0454545454545454,0.0,1.0,0.0,1.0
42,TERM_00aae287,tfidf_combined_enriched,0.1,1.0,1.0,0.4,1.0,0.8,0.8,1.0,0.8,1.0,1.0,0.5,1.0,1.0,0.2,1.0,1.0,0.1,1.0,0.8243578643578644,0.8115558478722846,1.0,0.0,1.0
42,TERM_095316c0,tfidf_combined_enriched,0.0526315789473684,1.0,1.0,0.2105263157894736,1.0,0.8,0.4210526315789473,1.0,0.8,0.8421052631578947,1.0,0.8,0.8947368421052632,1.0,0.34,0.8947368421052632,1.0,0.17,1.0,0.7674420608631136,0.8364586133797037,1.0,0.0,1.0
42,TERM_a71d04e9,tfidf_combined_enriched,0.0,0.0,0.0,0.5,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,0.3333333333333333,0.3333333333333333,0.5249810332008933,1.0,0.0,1.0
42,TERM_8b06ee0d,tfidf_combined_enriched,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_29ee9c58,tfidf_combined_enriched,0.0,0.0,0.0,0.5,1.0,0.2,0.5,1.0,0.1,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,0.3333333333333333,0.2435897435897435,0.3065735963827292,1.0,0.0,1.0
42,TERM_d29ce00c,tfidf_combined_enriched,0.037037037037037,1.0,1.0,0.1851851851851851,1.0,1.0,0.3333333333333333,1.0,0.9,0.6666666666666666,1.0,0.9,1.0,1.0,0.54,1.0,1.0,0.27,1.0,0.9165019825170312,0.9363792118010484,1.0,0.0,1.0
42,TERM_d583b4a8,tfidf_combined_enriched,0.0,0.0,0.0,0.2222222222222222,1.0,0.4,0.2222222222222222,1.0,0.2,0.2222222222222222,1.0,0.1,0.2222222222222222,1.0,0.04,0.3333333333333333,1.0,0.03,0.5,0.1342592592592592,0.2658200052773917,1.0,0.0,1.0
42,TERM_13a1ba94,tfidf_combined_enriched,0.0666666666666666,1.0,1.0,0.2666666666666666,1.0,0.8,0.6,1.0,0.9,1.0,1.0,0.75,1.0,1.0,0.3,1.0,1.0,0.15,1.0,0.913506956006956,0.9052116356304492,1.0,0.0,1.0
42,TERM_558fadd1,tfidf_combined_enriched,0.0,0.0,0.0,0.5,1.0,0.2,0.5,1.0,0.1,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,0.3333333333333333,0.2435897435897435,0.3065735963827292,1.0,0.0,1.0
42,TERM_4f88a923,tfidf_combined_enriched,0.3333333333333333,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.3,1.0,1.0,0.15,1.0,1.0,0.06,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_846c8d5c,tfidf_combined_enriched,0.125,1.0,1.0,0.625,1.0,1.0,0.875,1.0,0.7,1.0,1.0,0.4,1.0,1.0,0.16,1.0,1.0,0.08,1.0,0.8910714285714285,0.903222291229094,1.0,0.0,1.0
42,TERM_814de156,tfidf_combined_enriched,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_bdf58a70,tfidf_combined_enriched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.04,1.0,1.0,0.04,0.0333333333333333,0.052223258329902,0.0,1.0,0.0,1.0
42,TERM_dac9be03,tfidf_combined_enriched,0.2,1.0,1.0,0.2,1.0,0.2,0.4,1.0,0.2,0.8,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,0.3737728937728938,0.4371994911049732,1.0,0.0,1.0
42,TERM_8f505682,tfidf_combined_enriched,0.0188679245283018,1.0,1.0,0.0943396226415094,1.0,1.0,0.1886792452830188,1.0,1.0,0.3773584905660377,1.0,1.0,0.8867924528301887,1.0,0.94,1.0,1.0,0.53,1.0,0.9833387687296916,1.0,1.0,0.0,1.0
42,TERM_a9e65138,tfidf_combined_enriched,0.0769230769230769,1.0,1.0,0.2307692307692307,1.0,0.6,0.5384615384615384,1.0,0.7,0.8461538461538461,1.0,0.55,0.9230769230769232,1.0,0.24,0.9230769230769232,1.0,0.12,1.0,0.6690342720707094,0.741670249010153,1.0,0.0,1.0
42,TERM_f3275c8e,tfidf_combined_enriched,0.0476190476190476,1.0,1.0,0.0476190476190476,1.0,0.2,0.0476190476190476,1.0,0.1,0.0476190476190476,1.0,0.05,0.1904761904761904,1.0,0.08,0.1904761904761904,1.0,0.04,1.0,0.0587032015603444,0.2200917662980801,1.0,0.0,1.0
42,TERM_a31dc2e0,tfidf_combined_enriched,0.25,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.08,1.0,1.0,0.04,1.0,1.0,1.0,1.0,0.0,1.0
42,TERM_4e1b7ed0,tfidf_combined_enriched,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,0.1428571428571428,0.1428571428571428,0.3333333333333333,1.0,0.0,1.0
42,TERM_caffb271,tfidf_combined_enriched,0.0,0.0,0.0,0.375,1.0,0.6,0.75,1.0,0.6,0.75,1.0,0.3,0.875,1.0,0.14,0.875,1.0,0.07,0.5,0.4849860688956434,0.6205859458485142,1.0,0.0,1.0
42,TERM_ebb1aff4,tfidf_combined_enriched,0.0188679245283018,1.0,1.0,0.0754716981132075,1.0,0.8,0.1132075471698113,1.0,0.6,0.1886792452830188,1.0,0.5,0.4150943396226415,1.0,0.44,0.4716981132075472,1.0,0.25,1.0,0.2557916938221786,0.6578986223737446,1.0,0.0,1.0
42,TERM_380d26b3,tfidf_combined_enriched,0.0588235294117647,1.0,1.0,0.2352941176470588,1.0,0.8,0.4117647058823529,1.0,0.7,0.5882352941176471,1.0,0.5,1.0,1.0,0.34,1.0,1.0,0.17,1.0,0.5983209894749935,0.7421246259355073,1.0,0.0,1.0
42,TERM_92c3bf86,tfidf_combined_enriched,0.0588235294117647,1.0,1.0,0.1764705882352941,1.0,0.6,0.2352941176470588,1.0,0.4,0.4117647058823529,1.0,0.35,0.8823529411764706,1.0,0.3,1.0,1.0,0.17,1.0,0.446919498607307,0.4847119890255185,1.0,0.0,1.0
42,TERM_f799f9f1,tfidf_combined_enriched,0.0,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,1.0,0.3,1.0,1.0,0.15,1.0,1.0,0.06,1.0,1.0,0.03,0.3333333333333333,0.365079365079365,0.558226059985166,1.0,0.0,1.0
42,TERM_b191ab3e,tfidf_combined_enriched,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.1,0.2,1.0,0.05,0.4,1.0,0.04,1.0,1.0,0.05,0.125,0.0679071720294667,0.1069931323672637,1.0,0.0,1.0
42,TERM_568fcc5e,tfidf_combined_enriched,0.0,0.0,0.0,0.3333333333333333,1.0,0.4,0.8333333333333334,1.0,0.5,1.0,1.0,0.3,1.0,1.0,0.12,1.0,1.0,0.06,0.3333333333333333,0.5009620009620009,0.5813740015740175,1.0,0.0,1.0
42,TERM_0e607341,tfidf_combined_enriched,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,1.0,1.0,1.0,0.0,1.0
