item_id,title,category,brand,searchable_text,normalized_title,title_missing,brand_missing,category_missing
ITEM_000a230d4a4c,xiaomi redmi 13c uyumlu kamera korumalı yumuşak premium tasarım şeffaf silikon kılıf,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/kapak & kılıf,casemood,xiaomi redmi 13c uyumlu kamera korumalı yumuşak premium tasarım şeffaf silikon kılıf elektronik elektronik aksesuarlar cep telefonu aksesuarları kapak kılıf casemood unknown unknown materyal silikon cep telefonu modeli redmi 13c renk çok renkli uyumlu marka xiaomi uyumlu menşei cn color detail so lucky,xiaomi redmi 13c uyumlu kamera korumalı yumuşak premium tasarım şeffaf silikon kılıf,False,False,False
ITEM_000a859ed202,5 nokta 110445.m 5fx siyah erkek klasik ayakkabı a101953408,ayakkabı/günlük ayakkabı/klasik ayakkabı,polaris,5 nokta 110445 m 5fx siyah erkek klasik ayakkabı a101953408 ayakkabı günlük ayakkabı klasik ayakkabı polaris erkek yetişkin materyal hakiki deri astar materyali tekstil renk siyah taban materyali poli saya materyali hakiki deri topuk boyu belirtilmemiş iç taban materyali hakiki deri bağlama şekli bağcıklı sürdürülebilirlik detayı hayır yıkama talimatı type 4 des,5 nokta 110445 m 5fx siyah erkek klasik ayakkabı a101953408,False,False,False
ITEM_000c1322cabe,ssm ultra uyumlu sis sellektör modül (ssm + ssm plus ) 2 in 1,otomobil & motosiklet/otomobil yedek parça/elektrik aksam/oto far,iq elektronik,ssm ultra uyumlu sis sellektör modül ssm + ssm plus 2 in 1 otomobil motosiklet otomobil yedek parça elektrik aksam oto far iq elektronik unknown unknown araç marka ve model universal far ampul tipleri sis garanti süresi 1 yıl menşei tr özellik otomatik,ssm ultra uyumlu sis sellektör modül ssm + ssm plus 2 in 1,False,False,False
ITEM_000c97b91a56,mercan doğal taş yaprak objeli kadın halhal,aksesuar/takı & mücevher/halhal & ayak aksesuarları/halhal/bijuteri halhal,bijustore,mercan doğal taş yaprak objeli kadın halhal aksesuar takı mücevher halhal ayak aksesuarları halhal bijuteri halhal bijustore kadın genç materyal altın kaplama renk sarı materyal bileşeni altın kaplama taş cinsi doğal taş menşei tr bakım talimatları genel ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz color detail kırmızı,mercan doğal taş yaprak objeli kadın halhal,False,False,False
ITEM_000fbcc8cb3e,get ready banyo paspası 60x100 cm kaydırmaz tabanlı,ev & mobilya/ev/banyo/banyo tekstili/banyo paspası,chilai home,get ready banyo paspası 60x100cm kaydırmaz tabanlı ev mobilya ev banyo banyo tekstili banyo paspası chilai home unknown unknown parça sayısı 1 parça materyal akrilik boyut ebat 60 x 100 renk mavi özellik yıkanabilir hav yüksekliği kalın 12mm + desen soyut yıkama talimatı type 1 menşei tr color detail mavi,get ready banyo paspası 60x100cm kaydırmaz tabanlı,False,False,False
ITEM_0010ef75cb7d,swıss choco-bıts 375 gr x 4 adet,süpermarket/gıda & içecek/süt ve kahvaltılık/kahvaltılık gevrek,familia,swıss choco-bıts 375gr x 4 adet süpermarket gıda içecek süt ve kahvaltılık kahvaltılık gevrek familia unknown unknown aroma çikolatalı çeşit yulaf menşei ch,swıss choco-bıts 375gr x 4 adet,False,False,False
ITEM_00138883e8e1,powerpuff girls personel boyun askı ipi telefon askı ipi kartlık,kırtasiye & ofis malzemeleri/masaüstü gereçleri/yaka kartı & aksesuarları,excarpin,powerpuff girls personel boyun askı ipi telefon askı ipi kartlık kırtasiye ofis malzemeleri masaüstü gereçleri yaka kartı aksesuarları excarpin unknown çocuk tip ipli menşei tr,powerpuff girls personel boyun askı ipi telefon askı ipi kartlık,False,False,False
ITEM_0014f05c754a,su geçirmez kumaş dış mekan 50x50cm fermuarlı bağlama ipli sünger minder x 4 adet,ev & mobilya/mobilya/bahçe mobilyaları/bahçe minderi,kumru çeyiz,su geçirmez kumaş dış mekan 50x50cm fermuarlı bağlama ipli sünger minder x 4 adet ev mobilya mobilya bahçe mobilyaları bahçe minderi kumru çeyiz unknown unknown renk gri stil modern tema stil klasik menşei tr yıkama talimatı type 1 color detail gri,su geçirmez kumaş dış mekan 50x50cm fermuarlı bağlama ipli sünger minder x 4 adet,False,False,False
ITEM_00176986f3ef,ince balık sırtı çantalık kumaş - perdelik kumaş - ev tekstili kumaşı 150cm,hobi & eğlence/hobi malzemeleri/kumaş,store,ince balık sırtı çantalık kumaş - perdelik kumaş - ev tekstili kumaşı 150cm hobi eğlence hobi malzemeleri kumaş store unknown unknown renk mavi boyut ebat 100 x 150 menşei tr materyal bileşeni 67 pamuk 33 geri dönüştürülmüş malzeme yıkama talimatı düşük sıcaklıkta hassas programda yıkayınız ağartıcı ve sert kimyasallar kullanmayınız doğrudan güneş ışığı yerine gölgede kur,ince balık sırtı çantalık kumaş - perdelik kumaş - ev tekstili kumaşı 150cm,False,False,False
ITEM_0017dd55707c,sunplex kromlu cam rüzgarlığı toyota corolla 2019-2024 ile uyumlu,otomobil & motosiklet/otomobil/araç dış aksesuar/rüzgarlık,siegen,sunplex kromlu cam rüzgarlığı toyota corolla 2019-2024 ile uyumlu otomobil motosiklet otomobil araç dış aksesuar rüzgarlık siegen unknown unknown araç marka ve model toyota corolla menşei tr,sunplex kromlu cam rüzgarlığı toyota corolla 2019-2024 ile uyumlu,False,False,False
ITEM_001850192dfd,radar kross motosiklet eldiveni bej kamo,otomobil & motosiklet/motosiklet/motosiklet giyim/motosiklet eldiveni,alpinestars,radar kross motosiklet eldiveni bej kamo otomobil motosiklet motosiklet motosiklet giyim motosiklet eldiveni alpinestars unisex unknown eldiven tipi yazlık motorcu eldiveni menşei us,radar kross motosiklet eldiveni bej kamo,False,False,False
ITEM_00188efe8f07,kadın el yapımı çelik çikolata & hediye paketi cam taş kolye şans kolyesi,aksesuar/takı & mücevher/kolye/çelik kolye,tasarım,kadın el yapımı çelik çikolata hediye paketi cam taş kolye şans kolyesi aksesuar takı mücevher kolye çelik kolye tasarım kadın yetişkin taş cinsi yok renk kırmızı materyal çelik menşei tr bakım talimatları genel ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz color detail kırmızı,kadın el yapımı çelik çikolata hediye paketi cam taş kolye şans kolyesi,False,False,False
ITEM_001959f53e52,flora siyah stiletto kadın topuklu ayakkabı,ayakkabı/topuklu ayakkabı/stiletto,limoya,flora siyah stiletto kadın topuklu ayakkabı ayakkabı topuklu ayakkabı stiletto limoya unknown yetişkin topuk tipi ince topuklu topuk boyu orta topuklu 5-9cm renk siyah yıkama talimatı type 4 ortam şık gece menşei tr dış materyal suni deri color detail siyah,flora siyah stiletto kadın topuklu ayakkabı,False,False,False
ITEM_0019ba0a2022,jr. tiempo legend 10 academy mg düşük bilekli  kramponu,ayakkabı/spor ayakkabı/krampon,nike,jr tiempo legend 10 academy mg düşük bilekli kramponu ayakkabı spor ayakkabı krampon nike unisex çocuk ortam sportswear renk pembe spor branşı futbol taban materyali kauçuk topuk boyu kısa topuklu 1- 4cm bağlama şekli bağcıklı materyal bileşeni astar polyester dış taban kauçuk dış deri yıkama talimatı type 4 topuk tipi düz topuklu desen düz ,jr tiempo legend 10 academy mg düşük bilekli kramponu,False,False,False
ITEM_0019da51565c,doğa temalı kuş ve çiçek desenli mavi krem renk dijital baskılı hediyelik 6lı kırlent kılıfı seti,ev & mobilya/ev/ev dekorasyon/kırlent & kırlent kılıfı,şah dekor,doğa temalı kuş ve çiçek desenli mavi krem renk dijital baskılı hediyelik 6lı kırlent kılıfı seti ev mobilya ev ev dekorasyon kırlent kırlent kılıfı şah dekor unknown unknown materyal kadife renk gri parça sayısı 6 şekil kare üretim şekli dijital baskı çeşit kırlent kılıfı tema stil soyut materyal bileşeni kadife yıkama talimatı 30 derece sıcaklıkta sıkma yapmadan yıkayınız menşei tr color detail gri,doğa temalı kuş ve çiçek desenli mavi krem renk dijital baskılı hediyelik 6lı kırlent kılıfı seti,False,False,False
ITEM_0019e4173b9a,normal bel slim straight mavi erkek denim pantolon 261 lcm 121069 jagger balfe grey,giyim/alt giyim/jeans,lee cooper,normal bel slim straight mavi erkek denim pantolon 261 lcm 121069 jagger balfe grey giyim alt giyim jeans lee cooper erkek yetişkin paça tipi düz paça kemer kuşak durumu kemersiz bel normal bel renk mavi materyal pamuk - elastan cep 5 cep ürün tipi düz koleksiyon denim boy normal boy kumaş tipi denim siluet slim ortam casual günlük kalıp straight desen düz ek özellik yı,normal bel slim straight mavi erkek denim pantolon 261 lcm 121069 jagger balfe grey,False,False,False
ITEM_0019f5f7e301,90's wide leg yüksek bel uzun jean yıkamalı pantolon f5522ax25au,giyim/alt giyim/jeans,defacto,90 s wide leg yüksek bel uzun jean yıkamalı pantolon f5522ax25au giyim alt giyim jeans defacto kadın yetişkin kemer kuşak durumu kemersiz paça tipi geniş paça bel yüksek bel renk gri materyal pamuklu cep 5 cep ürün tipi düz boy uzun kumaş tipi denim siluet wide leg ortam casual günlük kalıp 90 s wide leg desen düz dokuma tipi comfort sürdürülebilir,90 s wide leg yüksek bel uzun jean yıkamalı pantolon f5522ax25au,False,False,False
ITEM_001a9096be8f,"""mdf"" banyo dolabı, çok amaçlı dolap, banyo boy dolabı",ev & mobilya/mobilya/mutfak & banyo mobilyası/banyo mobilyası/banyo dolabı seti,duyamo,mdf banyo dolabı çok amaçlı dolap banyo boy dolabı ev mobilya mobilya mutfak banyo mobilyası banyo mobilyası banyo dolabı seti duyamo unknown unknown materyal mdf kapak sayısı 1 renk çok renkli boyut ebat 150cm dolap ölçüsü 100 stil modern tema stil modern menşei tr özellik ayaklı color detail beyaz,mdf banyo dolabı çok amaçlı dolap banyo boy dolabı,False,False,False
ITEM_001af8d05a72,ribana detaylı takım camel,giyim/takımlar/alt - üst takım,ghisa,ribana detaylı takım camel giyim takımlar alt - üst takım ghisa kadın yetişkin kumaş tipi dokuma materyal kumaş desen düz kalıp oversize yaka tipi bisiklet yaka renk kahverengi cep çift cepli kol boyu uzun kol tipi standart kol paça tipi geniş paça siluet basic ortam casual günlük boy uzun ek özellik ek özellik mevcut,ribana detaylı takım camel,False,False,False
ITEM_001f92ba0be4,kadin beli büzgülü kapüşonlu kahverengi trençkot tesettür yağmurluk 01,giyim/dış giyim/yağmurluk & rüzgarlık,bahar altundemir,kadin beli büzgülü kapüşonlu kahverengi trençkot tesettür yağmurluk 01 giyim dış giyim yağmurluk rüzgarlık bahar altundemir kadın yetişkin materyal polyester kumaş tipi dokuma kalıp regular renk kahverengi kapama şekli fermuarlı yaka tipi kapüşonlu cep çift cepli ürün tipi düz desen düz kol boyu uzun kol tipi standart kol koleksiyon büyük beden astar durumu astarsız ek özellik,kadin beli büzgülü kapüşonlu kahverengi trençkot tesettür yağmurluk 01,False,False,False
ITEM_0020415e446f,honor pad x8a 11.0 inch 2024 uyumlu buzlu tasarım şeffaf kılıf,elektronik/elektronik aksesuarlar/tablet aksesuarları/tablet kılıfı,ukscase,honor pad x8a 11 0 inch 2024 uyumlu buzlu tasarım şeffaf kılıf elektronik elektronik aksesuarlar tablet aksesuarları tablet kılıfı ukscase unknown unknown uyku modu yok renk beyaz kılıf tipi arka kapak uyumlu marka honor uyumlu uyumlu model honor pad x8a menşei cn bakım talimatları genel ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz color detail beyaz,honor pad x8a 11 0 inch 2024 uyumlu buzlu tasarım şeffaf kılıf,False,False,False
ITEM_00238e19e68c,2'li döküm granit 22 cm kapaklı sahan tava,ev & mobilya/ev/sofra & mutfak/pişirme/tava,wow,2 li döküm granit 22cm kapaklı sahan tava ev mobilya ev sofra mutfak pişirme tava wow unknown unknown parça sayısı 4 özellik yapışmaz taban ürün tipi izgara tavası dış materyal granit iç materyal döküm menşei tr bakım talimatları gıda temas ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz materyal granit,2 li döküm granit 22cm kapaklı sahan tava,False,False,False
ITEM_0024d461dfad,samsung s22 ultra sünger bob ve patrickstar pembe telefon kılıfı,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/kapak & kılıf,frondcase,samsung s22 ultra sünger bob ve patrickstar pembe telefon kılıfı elektronik elektronik aksesuarlar cep telefonu aksesuarları kapak kılıf frondcase unknown unknown materyal silikon cep telefonu modeli samsung galaxy s22 ultra renk pembe uyumlu marka samsung uyumlu menşei tr color detail pembe,samsung s22 ultra sünger bob ve patrickstar pembe telefon kılıfı,False,False,False
ITEM_0025540966ab,kız çocuk capy bara baskılı lila tişört-siyah ispanyol paça tayt takım,giyim/takımlar/alt - üst takım,morning kids,kız çocuk capy bara baskılı lila tişört-siyah ispanyol paça tayt takım giyim takımlar alt - üst takım morning kids kadın çocuk kumaş tipi örme materyal pamuklu desen baskılı kalıp fitted yaka tipi bisiklet yaka renk çok renkli ürün detayı lastikli cep cepsiz ürün tipi baskılı kol boyu kısa kol tipi standart kol koleksiyon basic kalınlık orta bel normal bel paça tip,kız çocuk capy bara baskılı lila tişört-siyah ispanyol paça tayt takım,False,False,False
ITEM_00261bad8605,uzaktan kumandalı full fonksiyon şarjlı 2.4ghz 6 teker kamyon iş araçları,anne & bebek & çocuk/oyuncak/eğitici oyuncak,depomiks avm,uzaktan kumandalı full fonksiyon şarjlı 2 4ghz 6 teker kamyon iş araçları anne bebek çocuk oyuncak eğitici oyuncak depomiks avm unknown çocuk paket içeriği belirtilmemiş yaş 3+ yaş piller kutuya dahil mi belirtilmemiş dil evrensel dil menşei cn özellik şarjlı,uzaktan kumandalı full fonksiyon şarjlı 2 4ghz 6 teker kamyon iş araçları,False,False,False
ITEM_0026b99a967a,kadın topuklu ayakkabı vizon şanil 23611022859,ayakkabı/topuklu ayakkabı/klasik topuklu ayakkabı,dgn,kadın topuklu ayakkabı vizon şanil 23611022859 ayakkabı topuklu ayakkabı klasik topuklu ayakkabı dgn kadın yetişkin materyal suni deri sürdürülebilirlik detayı hayır topuk tipi kalın topuklu topuk boyu orta topuklu 5-9cm renk kahverengi iç taban materyali suni deri taban materyali neolit astar materyali suni deri bağlama şekli bağcıksız saya materyali su,kadın topuklu ayakkabı vizon şanil 23611022859,False,False,False
ITEM_0027f11caac4,cube cam saklama kabı 2'li küçük boy 405 ml dikdörtgen pembe plastik kapaklı (kahvaltılık ),ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/saklama kabı,lav,cube cam saklama kabı 2 li küçük boy 405ml dikdörtgen pembe plastik kapaklı kahvaltılık ev mobilya ev sofra mutfak mutfak saklama ve düzenleme saklama kabı lav unknown unknown materyal cam parça sayısı 2 renk pembe hacim 405 cc color detail pembe,cube cam saklama kabı 2 li küçük boy 405ml dikdörtgen pembe plastik kapaklı kahvaltılık,False,False,False
ITEM_00295dcbd208,kamp sandalyesi katlanır sandalye bahçe koltuğu piknik plaj balkon sandalyesi 3 adet,spor & outdoor/ekipman & aksesuar/kamp/kamp sandalyesi,mocca style,kamp sandalyesi katlanır sandalye bahçe koltuğu piknik plaj balkon sandalyesi 3 adet spor outdoor ekipman aksesuar kamp kamp sandalyesi mocca style unknown unknown model taşıma çantalı materyal metal renk yeşil paket içeriği 3 lü bakım talimatları genel ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz color detail yeşil,kamp sandalyesi katlanır sandalye bahçe koltuğu piknik plaj balkon sandalyesi 3 adet,False,False,False
ITEM_0029b9f4dec6,nehirdeki köprü kanvas tablo 25x25cm,ev & mobilya/ev/ev dekorasyon/tablo,technopa,nehirdeki köprü kanvas tablo 25x25cm ev mobilya ev ev dekorasyon tablo technopa unknown unknown materyal kanvas parça sayısı 1 renk çok renkli çerçeve tipi çerçevesiz tema stil modern color detail karışık çok renkli,nehirdeki köprü kanvas tablo 25x25cm,False,False,False
ITEM_0029cf99ad7b,erkek indigo mavi ekose desenli uzun kollu baba-oğul polar kumaş kışlık sıcak tutan pijama takımı,giyim/ev giyim/pijama/pijama takımı,tarık,erkek indigo mavi ekose desenli uzun kollu baba-oğul polar kumaş kışlık sıcak tutan pijama takımı giyim ev giyim pijama pijama takımı tarık erkek yetişkin sürdürülebilirlik detayı hayır kol tipi uzun kol desen ekose kareli yaka tipi düğmeli yaka paça boyu uzun renk lacivert materyal polyester ürün tipi düz ürün detayı düğmeli koleksiyon homewear alt-üst takım sweatshirt-pantolon kol boyu uzun,erkek indigo mavi ekose desenli uzun kollu baba-oğul polar kumaş kışlık sıcak tutan pijama takımı,False,False,False
ITEM_002b56ab0dac,kadın gold tokalı siyah kemer,aksesuar/kemer & pantolon askısı/kemer,kemerix,kadın gold tokalı siyah kemer aksesuar kemer pantolon askısı kemer kemerix kadın yetişkin materyal suni deri sezon tüm sezonlar renk siyah materyal bileşeni 100 suni deri yıkama talimatı t33 menşei tr kutu durumu kutu yok koleksiyon casual günlük color detail siyah,kadın gold tokalı siyah kemer,False,False,False
ITEM_002b97f429d3,chabaud violet katmerli karanfil çiçeği tohumu (70 adet),bahçe & elektrikli el aletleri/bahçe/çiçek & bitki yetiştirme/tohumlar,ideapazar,chabaud violet katmerli karanfil çiçeği tohumu 70 adet bahçe elektrikli el aletleri bahçe çiçek bitki yetiştirme tohumlar ideapazar unknown unknown tip çiçek tohumu miktar 10,chabaud violet katmerli karanfil çiçeği tohumu 70 adet,False,False,False
ITEM_002ba6d57d27,tyt matematiğin ilacı matematik denemeleri,kitap/eğitim/sınav hazırlık,acil yayınları,tyt matematiğin ilacı matematik denemeleri kitap eğitim sınav hazırlık acil yayınları unknown unknown boyut normal boy sınav tipi tyt ayt basım dili türkçe yazar komisyon sayfa sayısı 201-250 setli tekil tekil ürün ders matematik diğer özellikler - menşei tr basım yılı 2025 kitap içeriği deneme,tyt matematiğin ilacı matematik denemeleri,False,False,False
ITEM_002cbe7d7800,lüks şarjlı masa lambası light old gold kaplama,ev & mobilya/mobilya/elektrik & aydınlatma/masa ve gece lambası,retroline,lüks şarjlı masa lambası light old gold kaplama ev mobilya mobilya elektrik aydınlatma masa ve gece lambası retroline unknown unknown boyut ebat 110 x 250 renk yeşil materyal alüminyum duy tipi e10 özellik enerji tasarrufu model kablosuz -şarj edilebilir çalışma tipi şarjlı menşei tr batarya türü lityum-iyon color detail yeni old gold kaplama,lüks şarjlı masa lambası light old gold kaplama,False,False,False
ITEM_002d41269f61,yeşil yuvarlak kadran detay şık ve modern tasarıma sahip gümüş renk çelik kasa ve kordonlu kol saati,aksesuar/saat,choppers,yeşil yuvarlak kadran detay şık ve modern tasarıma sahip gümüş renk çelik kasa ve kordonlu kol saati aksesuar saat choppers erkek genç kasa çapı 41-45mm kasa renk gümüş kasa materyali çelik kordon renk gümüş kordon materyali çelik su geçirmezlik 1 atm cam tipi cam mekanizma quartz cam şekli düz garanti süresi 2 yıl renk gümüş menşei cn özellik yuvarlak color detail gümüş,yeşil yuvarlak kadran detay şık ve modern tasarıma sahip gümüş renk çelik kasa ve kordonlu kol saati,False,False,False
ITEM_002daaaf5d1e,ortopedik beyaz püsküllü corcik çocuk ayakkabı babet,ayakkabı/günlük ayakkabı/casual ayakkabı,ayakkabı ülkesi,ortopedik beyaz püsküllü corcik çocuk ayakkabı babet ayakkabı günlük ayakkabı casual ayakkabı ayakkabı ülkesi unisex çocuk taban materyali kauçuk saya materyali suni deri + tekstil materyal suni deri iç taban materyali suni deri renk beyaz topuk boyu kısa topuklu 1- 4cm astar materyali suni deri bağlama şekli bağcıksız materyal bileşeni 100 suni deri yıkama tal,ortopedik beyaz püsküllü corcik çocuk ayakkabı babet,False,False,False
ITEM_00320e2f334f,cool paslanmaz çelik orta boy çelik çaydanlık,ev & mobilya/ev/sofra & mutfak/pişirme/çaydanlık,veliday,cool paslanmaz çelik orta boy çelik çaydanlık ev mobilya ev sofra mutfak pişirme çaydanlık veliday unknown unknown materyal paslanmaz çelik renk gümüş hacim 2l bakım talimatları gıda temas ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz color detail paslanmaz çelik,cool paslanmaz çelik orta boy çelik çaydanlık,False,False,False
ITEM_0033a0358014,"baza fırfırı, baza eteği, xxl 200 x 200 yatak için, 42x900cm.",ev & mobilya/ev/ev tekstili/yatak odası tekstili/yatak örtüsü/çift kişilik yatak örtüsü,gelincik çeyiz,baza fırfırı baza eteği xxl 200 x 200 yatak için 42x900cm ev mobilya ev ev tekstili yatak odası tekstili yatak örtüsü çift kişilik yatak örtüsü gelincik çeyiz unknown unknown materyal pamuklu boyut ebat 200 x 200 renk beyaz dolgu materyali dolgusuz özellik hava geçirgen desen düz materyal bileşeni 100 pamuk yıkama talimatı type 1 kutu durumu kutulu menşei tr color detail beyaz,baza fırfırı baza eteği xxl 200 x 200 yatak için 42x900cm,False,False,False
ITEM_00346b3936f5,tesla model 3 araba poster çerçevesiz yüksek kalite araba afiş duvar poster,ev & mobilya/ev/ev dekorasyon/tablo,mudi store,tesla model 3 araba poster çerçevesiz yüksek kalite araba afiş duvar poster ev mobilya ev ev dekorasyon tablo mudi store unknown unknown materyal kağıt parça sayısı 1 renk mor çerçeve tipi çerçevesiz tema stil modern menşei tr color detail modern,tesla model 3 araba poster çerçevesiz yüksek kalite araba afiş duvar poster,False,False,False
ITEM_0036f46e45fe,kahverengi 3 taraflı diş fırçası 3 boyutlu yumuşak uçlu komple temizlik çok yönlü koruma,kozmetik & kişisel bakım/ağız bakım/diş fırçası/manuel diş fırçası,antin kuntin,kahverengi 3 taraflı diş fırçası 3 boyutlu yumuşak uçlu komple temizlik çok yönlü koruma kozmetik kişisel bakım ağız bakım diş fırçası manuel diş fırçası antin kuntin unknown unknown kullanım amacı komple ağız temizliği fırça kılı sertliği yumuşak menşei cn bakım talimatları genel ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz,kahverengi 3 taraflı diş fırçası 3 boyutlu yumuşak uçlu komple temizlik çok yönlü koruma,False,False,False
ITEM_00381f58e7bc,aynalı duvar saati ( gerçek ayna) 40 cm modern tasarım,ev & mobilya/ev/ev dekorasyon/duvar dekorasyonu/duvar saati,pey aksesuar,aynalı duvar saati gerçek ayna 40cm modern tasarım ev mobilya ev ev dekorasyon duvar dekorasyonu duvar saati pey aksesuar unknown unknown renk siyah boyut ebat 40 x 40 tema stil modern şekil yuvarlak materyal abs polimer çalışma tipi pilli bakım talimatları genel ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz color detail siyah-gümüş-füme,aynalı duvar saati gerçek ayna 40cm modern tasarım,False,False,False
