term_id,item_id,query,title,category,brand,true_label,prediction,score,score_type,lexical_overlap
TERM_f6c500ce,ITEM_e9f4bda95958,ceviz,yeni mahsul kabuklu ceviz extra 250 gr,süpermarket/gıda & içecek/atıştırmalık/kuruyemiş/ceviz,dudu çerez,0,1,0.9223789254202566,probability,0.14285714285714285
TERM_51efcf6b,ITEM_e4e8014c9f31,kol düğmesi,gümüş renk siyah detay kol düğmesi kd1581,aksesuar/kravat & kol düğmesi/kol düğmesi,kravatkolik,0,1,0.9214058728742796,probability,0.2857142857142857
TERM_57ef29a4,ITEM_2da2a0831c53,tütsü,para kazanma (money drawing) aromalı çubuk tütsü,ev & mobilya/ev/ev dekorasyon/tütsü ve buhurdanlık,hem,0,1,0.9198157989942839,probability,0.14285714285714285
TERM_a2d16cee,ITEM_71add90fc31b,filtre kahve makinası,cup one mcofkm-1 filtre kahve makinesi,elektronik/elektrikli ev aletleri/yiyecek & içecek hazırlama/içecek hazırlama/filtre kahve makinesi,black&decker,0,1,0.9169649435320045,probability,0.2857142857142857
TERM_81e84f23,ITEM_13520e114d89,köşe koltuk,nevada l köşe koltuk takımı,ev & mobilya/mobilya/salon & oturma odası/kanepe & koltuklar/köşe takımı,wood house,0,1,0.916014906244174,probability,0.4
TERM_4ed6b00c,ITEM_ba91c10c471a,ferre ankastre set,fryart rs serisi gri ankastre cam set (d065 + rs038 + xe63cpr),elektronik/beyaz eşya & iklimlendirme/beyaz eşya/ankastre,ferre,0,1,0.9159680719694456,probability,0.16666666666666666
TERM_3883c9e9,ITEM_dc98571c17e0,shaka çanta,"siyah shk188 suni deri tek bölmeli kilit detaylı askılı el, kol ve omuz çantası",aksesuar/çanta/omuz çantası,shaka,0,1,0.9155679761212084,probability,0.0
TERM_d6017d15,ITEM_eff7e57251be,kuş kafesi,qh pet kuş kafesi 30x23x39 cm kırmızı h89102-r kanarya muhabbet kuşu için,süpermarket/pet shop/kuş ürünleri/kuş kafesi,qh pet cage,0,1,0.9146745358333518,probability,0.16666666666666666
TERM_f6e5f2fc,ITEM_ba2028227525,bebek uyku seti,örgülü park beşik uyku seti,ev & mobilya/ev/ev tekstili/bebek&çocuk ev tekstil/bebek & çocuk uyku seti,maral,0,1,0.9145837983376889,probability,0.3333333333333333
TERM_0c37683a,ITEM_7b05ade47b1c,lenovo bilgisayar,"za940033tr tab p11 plus 11"" 128gb 2k tablet gri",elektronik/bilgisayar grubu/bilgisayarlar/dizüstü bilgisayarlar/dizüstü bilgisayar,lenovo,0,1,0.9142263814755476,probability,0.0
TERM_9fd5783c,ITEM_4cc86ae9def0,jack & jones mont,jack jones jcolpha puffer jnr çocuk günlük mont 12262162-black siyah,giyim/dış giyim/ceket & yelek/ceket,jack & jones,0,1,0.9138184653317418,probability,0.2727272727272727
TERM_8ff295f3,ITEM_70dada567118,yolluk,kaymaz taban jel yolluk,ev & mobilya/mobilya/halı / kilim/yolluk,lts home,0,1,0.9137538819302587,probability,0.25
TERM_e3867f47,ITEM_9f451bc9f892,çelik bileklik,unisex italyan charm gümüş esnek çelik bileklik,aksesuar/takı & mücevher/bileklik/çelik bileklik,aseljewellery,0,1,0.9135325918551215,probability,0.2857142857142857
TERM_51efcf6b,ITEM_9d50a1df9cd5,kol düğmesi,standart kol düğmesi,aksesuar/kravat & kol düğmesi/kol düğmesi,satürn silver kuyumculuk,0,1,0.9124846400708772,probability,0.6666666666666666
TERM_37eae8ba,ITEM_4f0e9ad10a8d,iremçiçekçilik yapay çiçek,yapay ağac incir 3 dallı100 cm,ev & mobilya/ev/ev dekorasyon/yapay & kuru çiçek,iremçiçekçilik,0,1,0.9113518593368831,probability,0.125
TERM_457556b8,ITEM_b10e62f99c8b,kadın büyük beden abiye bluz,büyük beden lila renkli şifon abiye bluz,giyim/büyük beden/büyük beden bluz,belgin triko,0,1,0.911191804325529,probability,0.5
TERM_594cf7c2,ITEM_ebb67c8237d2,kız çocuk işıklı spor ayakkabı,teno cırtlı işıklı kız çocuk spor ayakkabı,ayakkabı/spor ayakkabı/yürüyüş ayakkabısı,karamazi,0,1,0.9092947190583307,probability,0.7142857142857143
TERM_0a38d7f1,ITEM_b9f18956a9a5,bordo deri ceket,kadın premium trend luxury bordo suni deri tasarım biker ceket,giyim/dış giyim/ceket & yelek/ceket,candybia,0,1,0.9091136607122949,probability,0.3
TERM_c714a46b,ITEM_650ab1f8b92c,french press,600 ml french press,ev & mobilya/ev/sofra & mutfak/çay ve kahve demleme/french press,molino,0,1,0.9088453714859871,probability,0.5
TERM_1e3a2192,ITEM_75dbc291f829,delonghi kahve makinesi,imperium barista em 3353 espresso makinesi,elektronik/elektrikli ev aletleri/yiyecek & içecek hazırlama/içecek hazırlama/espresso & cappuccino makinesi,delonghi,0,1,0.9078716133873359,probability,0.125
TERM_51efcf6b,ITEM_8cb7ab9f1f91,kol düğmesi,gümüş renk yuvarlak kol düğmesi kd1357,aksesuar/kravat & kol düğmesi/kol düğmesi,satürn silver kuyumculuk,0,1,0.907853560527662,probability,0.3333333333333333
TERM_f4203dd2,ITEM_00543e29f966,iç cephe boyası,klasik plast silikonlu iç cephe duvar boyası 1850 melankolik 6 l,banyo yapı & hırdavat/boya/iç cephe boyası,bianca,0,1,0.9077183776626784,probability,0.2727272727272727
TERM_ad553860,ITEM_dadb65a9e7cc,metal askılık,metal ayaklı raflı dekoratif askılık portatif kolay kurulum ev dekoru metal askı,ev & mobilya/mobilya/antre & hol/askılık,bebevim,0,1,0.9067042646009432,probability,0.18181818181818182
TERM_2b2fe57d,ITEM_746ff5093298,baglovis çanta,charm detayli büyük boy tote çanta en40 boy30,aksesuar/çanta/omuz çantası,baglovis,0,1,0.9061345935322849,probability,0.1111111111111111
TERM_5839a8f4,ITEM_3a035634430f,makel priz,usb'li akıllı 3'lü priz akım korumalı zaman ayarlı 5 usb uzatma kablosu beyaz,banyo yapı & hırdavat/elektrik tesisat malzemesi/priz ve anahtarlar/priz,makel,0,1,0.904824620158933,probability,0.07142857142857142
TERM_81e84f23,ITEM_7313c090e63e,köşe koltuk,roma köşe koltuk piyonlu sol köşe gri,ev & mobilya/mobilya/salon & oturma odası/kanepe & koltuklar/köşe takımı,artemis,0,1,0.9042169206624251,probability,0.3333333333333333
TERM_1964ad94,ITEM_a12faf77b32e,kadın mavi işık korumalı gözlük,mavi işık korumalı gözlük optik uyumlu çerçeve ekran koruyucu ekartman 50 boy 140 yükseklik 40,aksesuar/gözlük/mavi işık korumalı gözlük,lookup,0,1,0.9041071569083695,probability,0.25
TERM_31e55cf0,ITEM_dab6a8c1209e,adidas futbol topu,euro24 lge f futbol topu ix4046,spor & outdoor/ekipman & aksesuar/futbol/futbol topu,adidas,0,1,0.9021963312060238,probability,0.2857142857142857
TERM_2b1891aa,ITEM_374ba8547d57,prosev,eldiven 9015 soft shell kırmızı,otomobil & motosiklet/motosiklet/motosiklet giyim/motosiklet eldiveni,prosev,0,1,0.9021462615466673,probability,0.0
TERM_9ebbc058,ITEM_7e724a1aeb80,akım korumalı priz,3’lü duvar tipi akım korumalı priz | 2 usb-a + 2 type-c girişli | led gece lambalı akıllı çoklu priz,banyo yapı & hırdavat/elektrik tesisat malzemesi/grup priz uzatma kablosu,smayling,0,1,0.9021420203638845,probability,0.1875
TERM_8b5fd386,ITEM_82f110b05e39,örtüm battal boy yatak örtüsü,estiva çift kişilik yatak örtüsü cappucino,ev & mobilya/ev/ev tekstili/yatak odası tekstili/yatak örtüsü/battal boy yatak örtüsü,örtüm,0,1,0.9015891924635338,probability,0.2222222222222222
TERM_51efcf6b,ITEM_1a49b147f60f,kol düğmesi,nikel kasa siyah taşli yuvarlak kol düğmesi,aksesuar/kravat & kol düğmesi/kol düğmesi,promosturkey,0,1,0.9010495623251404,probability,0.2857142857142857
TERM_fe59b5d1,ITEM_820cbd07b82b,ççs,ççs kadin omuz çantasi ccs17868,aksesuar/çanta/spor çantası,ççs,0,1,0.9003273106878161,probability,0.2
TERM_5ba6472c,ITEM_04c8fcf3c963,polar hırka,askeri taktik 5 cepli polar hırka,giyim/spor giyim/spor softshell & polar,kordak,0,1,0.8998411109224482,probability,0.3333333333333333
TERM_eebdac9c,ITEM_dccb60251409,camper kadın ayakkabı,peu terreno kadın günlük ayakkabı k201824-001,ayakkabı/bot & çizme/bot & bootie,camper,0,1,0.8995151634554537,probability,0.2857142857142857
TERM_7e5fad9b,ITEM_6901b6fd5d66,araba süsleri,"fotoğraflı araba süsü, kişiye özel oto süsü, kokusuzdur, sevgililer günü için hediye fikri",hobi & eğlence/hediyelik ürünler/konsept hediyelik,papirusart,0,1,0.8987547036809767,probability,0.07692307692307693
TERM_6d934985,ITEM_147c5eb6f6c0,nem alıcı,"1 g x 500 adet silikajel nem alıcı paket (aihua paper, metalize doypack ambalajda)",banyo yapı & hırdavat/hırdavat/nem alıcı,marispacks,0,1,0.8986127370709118,probability,0.14285714285714285
TERM_2421a9cf,ITEM_edff890fcc62,bebek & çocuk yastık ve kılıfı,premium %100 pamuk bebek yastık kılıfı 35x45 cm 2 adet,ev & mobilya/ev/ev tekstili/bebek&çocuk ev tekstil/bebek & çocuk yastık ve kılıfı,femmhome,0,1,0.8982845002121617,probability,0.23076923076923078
