term_id,item_id,query,title,category,brand,true_label,prediction,score,score_type,lexical_overlap,hardness
TERM_d7a64778,ITEM_22539e83d8b0,ilk adım ayakkabısı,ilk adım işıklı kız bebek ayakkabısı ilk adım ortopedik bebek ayakkabısı,ayakkabı/spor ayakkabı/sneaker,süperland,0,0,0.4990166670924338,probability,0.42857142857142855,0.0009833329075661923
TERM_6150dd7b,ITEM_8e9485df4cbc,takma tırnak,luxe edition badem pembe siyah takma tırnak s282 24’lü,kozmetik & kişisel bakım/makyaj/tırnak/takma tırnak & aksesuarı,nera classy,0,1,0.501106494273764,probability,0.2222222222222222,0.0011064942737639694
TERM_c397c1d0,ITEM_464a0a18d21f,bayan bot,hakiki deri siyah kadın deri postal bot dp46-1611,ayakkabı/bot & çizme/bot & bootie,deripabuc,1,1,0.5011445312679433,probability,0.125,0.0011445312679433384
TERM_c424cadf,ITEM_347e2e18ee20,si parfüm,armani si edp - 10 ml seyahat boy,kozmetik & kişisel bakım/parfüm ve deodorant/parfüm,giorgio armani,1,1,0.5011449873112661,probability,0.1111111111111111,0.0011449873112661102
TERM_84f09e2d,ITEM_3510149f2060,kısa abiye,kruvaze yaka balık scuba abiye elbise siyah 582863,giyim/abiye & mezuniyet elbisesi,modafeminen,1,1,0.5011819213016923,probability,0.1111111111111111,0.001181921301692257
TERM_15b4bb5e,ITEM_4a73ada002de,kadın küpe,925 ayar gold ay yıldız zincir küpe,aksesuar/takı & mücevher/küpe/gümüş küpe,sariaslan,1,0,0.49881485037028445,probability,0.125,0.001185149629715554
TERM_3b7d0702,ITEM_b3febcd2e6e4,termal etiket,20*40 mm barkod etiketi - 1000 adet termal etiket,kırtasiye & ofis malzemeleri/kırtasiye kağıt ürünleri/termal rulo,öz barkod,1,0,0.498685150868208,probability,0.2222222222222222,0.001314849131791973
TERM_fc916a8a,ITEM_1480d875a0e6,dekoratif vazo,japon satsuma büyük vazo,ev & mobilya/ev/ev dekorasyon/vazo,extrasepetim,0,1,0.5013203505692532,probability,0.2,0.0013203505692531703
TERM_5c604f47,ITEM_b538889457a1,tek kişilik yorgan,%100 bambu yorgan 300tc kumaş %100 bambu dolgulu ağırlıklı battaniye 6 kg 155x215 tek kişilik,ev & mobilya/ev/ev tekstili/yatak odası tekstili/yorgan/tek kişilik yorgan,vayomy,1,1,0.5015440631487164,probability,0.23076923076923078,0.001544063148716357
TERM_3448f567,ITEM_255dabf337a2,kahve babet,kahve hayvan desenli deri kadın günlük ayakkabı,ayakkabı/günlük ayakkabı/babet,elle shoes,1,1,0.5015634817295449,probability,0.125,0.0015634817295449022
TERM_1907c9e4,ITEM_d33ae4b27962,schwarzkopf,root retoucher beyazları anında kapatan sprey boya siyah 120 ml 9013641,kozmetik & kişisel bakım/saç bakım/saç serum ve yağı,schwarzkopf,1,1,0.5017793615605374,probability,0.0,0.0017793615605373736
TERM_f804d817,ITEM_a197c5308b48,balkon dekorasyon,iskandinav tarz home kahve köşesi mutfak dolap balkon duvar & mini kapı süsü,ev & mobilya/ev/ev dekorasyon/kapı süsü,rosfloa rf,1,0,0.4981035786703112,probability,0.07142857142857142,0.0018964213296888133
TERM_c3644db4,ITEM_10902b33ff0d,isimli hastane çıkışı,e74 ty isme özel isimli baskılı bebek yastık tulum şapka eldiven set hastane çıkışı,giyim/bebek giyim/hastane çıkışı,yzc home size dair...,1,0,0.49809124626744294,probability,0.21428571428571427,0.0019087537325570558
TERM_59fb4c1f,ITEM_45351d803bc4,puset örtüsü,%100 pamuk müslin puset örtüsü,anne & bebek & çocuk/çocuk gereçleri/bebek arabası & puset/bebek arabası aksesuarları,puro cotone,1,0,0.4980360744004905,probability,0.4,0.001963925599509475
TERM_35d3606d,ITEM_8518eff2bd13,bouis,kadın lacivert günlük bağcıklı düz rahat taban lifestyle yumuşak sneaker yürüyüş spor ayakkabı,ayakkabı/spor ayakkabı/sneaker,bouis,1,1,0.5019961116926683,probability,0.0,0.001996111692668334
TERM_8481af2b,ITEM_37a5b34ca3cc,jrl,vgr v-285 jrl model super 0 makine,elektronik/kişisel bakım aletleri/tıraş makinesi,abakays,1,1,0.5022504378998531,probability,0.14285714285714285,0.0022504378998531305
TERM_8e187ac5,ITEM_d355af164df7,emsan fincan,çifte kavrulmuş 100 ml 6'lı kahve fincan takımı,ev & mobilya/ev/sofra & mutfak/sofra/kahve fincanı,emsan,1,1,0.5022708841898162,probability,0.1111111111111111,0.002270884189816247
TERM_771eac36,ITEM_bb40113c1795,kadın çelik set,gold çelik taşlı kolye ve gold çelik taşlı yüzük seti,aksesuar/takı & mücevher/set & takım/çelik set,ithal,0,1,0.5023389043756233,probability,0.1111111111111111,0.0023389043756233407
TERM_b0f891c4,ITEM_60811a99efff,tryon,spor çorap,spor & outdoor/ekipman & aksesuar/koruyucu & aksesuar/kaleci eldiveni,tryon,0,0,0.4975036960842092,probability,0.0,0.0024963039157908096
TERM_281066b4,ITEM_f0bdebecdcf5,paşabahçe borcam,premium borcam seti - 3 lü borcam takımı özel seri fma99930 fma05209 fma05050 290,ev & mobilya/ev/sofra & mutfak/sofra/tabak,paşabahçe,1,0,0.49749161946274495,probability,0.07142857142857142,0.0025083805372550505
TERM_235743d5,ITEM_dd9b8a9fab5d,bohem dekoratif obje & biblo,yeldeğirmeni ve 2 evli dekoratif işıklı 3lü set tealight ev mumluk ev dekoru yılbaşı süsleri,ev & mobilya/ev/ev dekorasyon/dekoratif obje ve biblo,dygdizayn,0,0,0.497442519723418,probability,0.05555555555555555,0.0025574802765819804
TERM_cbfc660b,ITEM_a345c41be18a,hedef bijuteri bijuteri bileklik,renkli mineli çiçek desenli kelepçe bileklik,hobi & eğlence/hobi malzemeleri/boncuk,hedef bijuteri,0,1,0.5026196913566323,probability,0.125,0.0026196913566323143
TERM_c397c1d0,ITEM_2d1474236648,bayan bot,1456 - hakiki deri - tam ortopedik - çift fermuarlı - günlük kadın bot,ayakkabı/bot & çizme/bot & bootie,realmine,1,0,0.4972840993352004,probability,0.08333333333333333,0.0027159006647995976
TERM_6429a116,ITEM_98d4f21d7057,superfit,husky erkek sympatex bot 1-006047-8020,ayakkabı/bot & çizme/bot & bootie,superfit,1,0,0.49727932161529376,probability,0.0,0.0027206783847062432
TERM_97899a75,ITEM_088791201b3e,loreal saç boyası,dia color amonyaksız parlak saç boyası 60ml 8.1 - açık kumral küllü,kozmetik & kişisel bakım/saç bakım/saç boyası,l'oreal professionnel,1,0,0.4970091465998086,probability,0.15384615384615385,0.0029908534001913956
TERM_b499a792,ITEM_a0d0a735f2fb,27 cm servis tabağı,moderna 27 cm düz tabak pearl 01 mavi 4 lü,ev & mobilya/ev/sofra & mutfak/sofra/tabak,kütahya porselen,1,0,0.4969527815395889,probability,0.16666666666666666,0.0030472184604111163
TERM_3c86625c,ITEM_55c68416b540,ayna sticker,you look good kırmızı ayna etiket sticker,ev & mobilya/ev/ev dekorasyon/duvar dekorasyonu/duvar sticker,janusmania,1,1,0.5031912261859639,probability,0.2857142857142857,0.0031912261859639024
TERM_f19fbba3,ITEM_34637145053d,paşabahçe allegra,18 parça allegra su meşrubat kadeh takımı,ev & mobilya/ev/sofra & mutfak/sofra/bardak,paşabahçe,1,0,0.4966680390087285,probability,0.125,0.0033319609912714765
TERM_f4203dd2,ITEM_d344cff5d65f,iç cephe boyası,antibakteriyel hijyen iç cephe boya 2.5 lt tütsü,banyo yapı & hırdavat/boya/iç cephe boyası,marshall,0,1,0.5033499790548626,probability,0.2222222222222222,0.003349979054862562
TERM_040a6adf,ITEM_0a305fead5da,uzun saplı yapay çiçek,enginar çiçeği büyük yapay çiçek dekorasyon,ev & mobilya/ev/ev dekorasyon/yapay & kuru çiçek,mutlu adım,1,0,0.49658329118933736,probability,0.25,0.0034167088106626387
TERM_890591d5,ITEM_59ca44e71f55,marker,pencraft 36’lı profesyonel marker boya kalem seti çantalı,kırtasiye & ofis malzemeleri/kalem/keçeli kalem,beyzana,1,1,0.5034919259990227,probability,0.125,0.0034919259990227047
TERM_d7308b3e,ITEM_138a64073ead,tavan boyası,"tavan extra iç cephe tavan boyası beyaz 17,5 kg",banyo yapı & hırdavat/boya/tavan boyası,fawori,1,0,0.496416997460993,probability,0.25,0.0035830025390070075
TERM_b039a3f3,ITEM_80c4691d0f16,kadın şık gömlek,bağlama detaylı tasarım gömlek,giyim/üst giyim/gömlek,mozena,1,1,0.5036063474336187,probability,0.16666666666666666,0.0036063474336186507
TERM_f1063354,ITEM_ff2d5ab994dc,le mabelle toka,rose inci detaylı kraliçe kız çocuk klips toka,aksesuar/saç aksesuarı/taç,le mabelle,0,1,0.5036075284488171,probability,0.1,0.0036075284488170656
TERM_fb2de9ae,ITEM_5ed8c81d1613,pamuk-saten nevresim takımı,fransız güpürlü sultans nevresim takımı krem,ev & mobilya/ev/ev tekstili/yatak odası tekstili/nevresim takımı/çift kişilik nevresim,çeyiz diyarı,1,1,0.5036782342014783,probability,0.2857142857142857,0.003678234201478281
TERM_81703397,ITEM_5ee61e74a61e,bahçe mobilyası,vegas beyaz plastik sandalye düğün bahçe organizasyon,ev & mobilya/mobilya/bahçe mobilyaları/bahçe sandalyesi,colizon,1,0,0.49619541644408666,probability,0.125,0.0038045835559133434
TERM_2ec910fe,ITEM_4d0f119a6c5d,bebek örtüsü,puffy bebek battaniyesi 70x100 cm koyun tüylü müslin battaniye - ztpuf00,ev & mobilya/ev/ev tekstili/bebek&çocuk ev tekstil/bebek & çocuk battaniyesi,tomuycuk,0,1,0.5038196169845359,probability,0.08333333333333333,0.003819616984535923
TERM_6aa31c1b,ITEM_2faaaf21c144,tunik pantolon tesettür takım,2850  k 75 mor fitilli atlas kumaş tunik pantolon takım halka detay  buyuk beden  yeni sezon,giyim/tesettür giyim/tesettür takımlar/tesettür alt - üst takım,modasura,1,0,0.496172507032261,probability,0.17647058823529413,0.003827492967738988
TERM_65f6de88,ITEM_b22987edcf5c,maket bıçağı ucu,maket bıçağı yedek uç 100'lü kalınlık 0.5 maket bıçağı ağzı,banyo yapı & hırdavat/hırdavat/manuel el aletleri/maket bıçak,gfb,1,1,0.5038385268538373,probability,0.2222222222222222,0.003838526853837343
TERM_0a38d7f1,ITEM_0532a2042129,bordo deri ceket,erkek regular fit bej spor model fermuarlı kot ceket,giyim/dış giyim/ceket & yelek/ceket,gizonly,0,0,0.4961435147912081,probability,0.09090909090909091,0.0038564852087918933
TERM_4298acbb,ITEM_cd22c907ab81,erzak saklama kabı,vetro - 6'lı ahşap vakum kapaklı cam saklama kabı 220 cc,ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/saklama kabı,fhilli,1,0,0.496135488649003,probability,0.16666666666666666,0.003864511350997024
TERM_4660922c,ITEM_2bf55808e3ab,muscent,f211 15 ml.,kozmetik & kişisel bakım/parfüm ve deodorant/parfüm,muscent,0,0,0.4960652505180612,probability,0.0,0.003934749481938782
TERM_c618017b,ITEM_1322ff4f4a22,925 ayar gümüş küpe,gümüş 5 mm premium star kesim zirkon tek taş mengeçli küpe,aksesuar/takı & mücevher/küpe/gümüş küpe,jelux silver,1,0,0.4960366357751077,probability,0.15384615384615385,0.003963364224892296
TERM_82c5f0ff,ITEM_0dfb1ebf7024,xuping bileklik,xuping 14k 17+2cm taşlı sonsuzluk kadın bileklik kadın karamaz bileklik sonsuzluk bileklik,aksesuar/takı & mücevher/bileklik/çelik bileklik,modacaprea,1,1,0.5040622170400977,probability,0.25,0.004062217040097682
TERM_fccc79b4,ITEM_02415fe054d1,diğer sağlık ölçüm cihazı,"sporcu baş ve vücut metre, kafa çevresi ölçüm aleti, bel ölçme metresi, terzi metresi",süpermarket/sağlık/medikal ekipman/sağlık ölçüm cihazı/diğer sağlık ölçüm cihazı,adornazzle,0,0,0.4958673063166205,probability,0.058823529411764705,0.004132693683379485
TERM_6d698e27,ITEM_e6dcc2e906cb,dört kapaklı dolap,dream genç odası dört kapılı dolap,ev & mobilya/mobilya/yatak odası/dolap ve gardırop,meltem,1,0,0.4958592390532058,probability,0.2857142857142857,0.00414076094679422
TERM_686385dd,ITEM_9ad602e37147,kaşıklık,bubble kaşıklık / vazo / hm vazo \ el yapımı,ev & mobilya/ev/ev dekorasyon/vazo,derinia,1,0,0.4958275672465191,probability,0.16666666666666666,0.0041724327534808925
TERM_f4203dd2,ITEM_0c5069da2e8a,iç cephe boyası,x1 all dönüşüm boyası,banyo yapı & hırdavat/boya/iç cephe boyası,polisan,1,0,0.495725349749652,probability,0.16666666666666666,0.004274650250348011
TERM_8f2a0cd9,ITEM_c302be5a991a,bebek çikolata,lüks kutulu isme özel tasarımlı kız-erkek bebek çikolatası 50 adet dogum-yaş günü-hediyelik çikolata,süpermarket/gıda & içecek/atıştırmalık/çikolata,minemiss tasarım,1,1,0.5043168564096384,probability,0.15384615384615385,0.004316856409638414
TERM_b64692ca,ITEM_ab8756a73262,3 lü yatak odası halısı,style home özel tasarım dijital baskılı yıkanabilir 3' lü yatak odası takımı,ev & mobilya/mobilya/halı / kilim/halı,vionse carpet,1,0,0.49564788645779756,probability,0.21428571428571427,0.00435211354220244
TERM_414ce003,ITEM_1edfe039ad8b,saksıda yapay çiçek,örgü saksıda örgü çiçek2,ev & mobilya/ev/ev dekorasyon/yapay & kuru çiçek,fimu,1,1,0.504442517924562,probability,0.2,0.004442517924561962
TERM_6d0d708a,ITEM_6beb52b42951,hammer jack bot,faron su geçirmez siyah outdoor erkek bot,ayakkabı/bot & çizme/bot & bootie,hammer jack,1,0,0.4955225955424797,probability,0.1111111111111111,0.004477404457520318
TERM_a67a4042,ITEM_085847a94fd8,karaca yemek seti,elegance bone ancient 24 parça 6 kişilik yemek takımı,ev & mobilya/ev/sofra & mutfak/sofra/yemek takımı,karaca,1,0,0.49543769581586117,probability,0.09090909090909091,0.004562304184138832
TERM_a3063917,ITEM_b630e0fd4e87,halka küpe,tek taş halka küpe | şıklığı ve zarafeti bir araya getiren küpe modeli,aksesuar/takı & mücevher/küpe/çelik küpe,toptanhanem,1,1,0.5046423369608203,probability,0.18181818181818182,0.004642336960820281
TERM_9a22b1a0,ITEM_9261958aa975,yastık koruyucu,"havlu sıvı geçirmez, ter ve kaz tüyü geçirmez yastık koruyucu alez fermuarlı",ev & mobilya/ev/ev tekstili/yatak odası tekstili/yastık&yastık kılıfı/yastık alezi,bedy guard,1,0,0.4952229031924135,probability,0.16666666666666666,0.004777096807586478
TERM_2eea5875,ITEM_97caae31f3a5,ronassi ruj,likit ruj ton 2,kozmetik & kişisel bakım/makyaj/dudak makyajı/ruj,rs ronassi,1,1,0.5048375352204407,probability,0.2,0.004837535220440725
TERM_3a57ef08,ITEM_e2c8068543dd,bordo ceket,kadın oversize bomber suni deri ceket | yeni sezon kemerli biker ceket,giyim/dış giyim/ceket & yelek/ceket,moda armanc,1,1,0.5048695193705068,probability,0.09090909090909091,0.004869519370506836
TERM_7e5fad9b,ITEM_3f25075a0f7d,araba süsleri,nazar boncuğu araba dikiz ayna süsü mavi püsküllü el yapımı hediyelik aksesuar,otomobil & motosiklet/otomobil yedek parça/otomobil ayna/dikiz aynası,cuaderno,1,0,0.49508716502248623,probability,0.07692307692307693,0.004912834977513769
TERM_bae131b3,ITEM_a8de8921d6fb,siyah şişme mont,su itici kapüşonlu siyah şişme mont 1110199-900,giyim/dış giyim/kaban & mont/mont,mavi,1,1,0.505002169653361,probability,0.42857142857142855,0.005002169653360977
TERM_dcdc3ce4,ITEM_b4c3cda5684f,bebek kışlık tulum,hellobaby yenidoğan unisex nakışlı kadife patikli tulum unisex,giyim/salopet & tulum/tulum,kyron,0,0,0.4949727668857373,probability,0.1111111111111111,0.005027233114262675
TERM_239db515,ITEM_332f25f368b7,prada parfüm,lınea rossa spr 24x 2au-6s1 52,aksesuar/gözlük/güneş gözlüğü,prada,0,0,0.4949616425283659,probability,0.0,0.005038357471634114
TERM_4d77dd5d,ITEM_3cd5aab9b433,under armour çanta,ua essential unisex sırt çantası,aksesuar/çanta/omuz çantası,under armour,1,1,0.5050890122607079,probability,0.0,0.005089012260707904
TERM_c0d2e091,ITEM_5bfb8d895192,kedi evi dış mekan,kedi yuvası kedi evi kedi barınağı ısı ve su yalıtımlı 35x40x40 cm iç ve dış mekan için uygundur,süpermarket/pet shop/kedi ürünleri/kedi evi ve kafesi,narım,1,0,0.4948902729621555,probability,0.26666666666666666,0.005109727037844514
TERM_f8dd4474,ITEM_497299684a7f,dinarsu yolluk,kaymaz tabanlı kesme kabartmalı salon koridor mutfak hali gri yolluk vzr 7004 gri,ev & mobilya/mobilya/halı / kilim/yolluk,sarar,0,0,0.49480794763790653,probability,0.07692307692307693,0.005192052362093469
TERM_59fb4c1f,ITEM_8e1f67f25a1e,puset örtüsü,müslin puset örtüsü %100 doğal pamuklu indigo mavisi,anne & bebek & çocuk/çocuk gereçleri/oto koltuğu ve aksesuarları/oto koltuğu aksesuarı,hazel coral,1,1,0.5052327857700712,probability,0.25,0.005232785770071247
TERM_9c6e045e,ITEM_e669bccd1753,bebek nevresim,%100 pamuk saten isme özel isimli 70x120 park yatak nevresim seti tavşan,ev & mobilya/ev/ev tekstili/bebek&çocuk ev tekstil/bebek & çocuk nevresim takımı,lilabio,1,1,0.5054381900751177,probability,0.07692307692307693,0.005438190075117699
TERM_b0f891c4,ITEM_1aa09b9d8403,tryon,kidz çocuk kaleci eldiveni,spor & outdoor/ekipman & aksesuar/koruyucu & aksesuar/kaleci eldiveni,tryon,0,0,0.4945464371230289,probability,0.0,0.005453562876971074
TERM_977ed9b2,ITEM_7f0e38b05455,tıraş makinesi,electric shaver s301 black tıraş makinesi,elektronik/kişisel bakım aletleri/tıraş makinesi,xiaomi,1,1,0.5054610012711757,probability,0.3333333333333333,0.005461001271175658
TERM_929c7719,ITEM_257fce1d0062,raschel carpet,bohem emboss premium seri kaymaz taban jel taban halı yolluk açık gri,ev & mobilya/mobilya/halı / kilim/halı,raschel carpet,1,0,0.49450009375919896,probability,0.0,0.005499906240801045
TERM_2277eb49,ITEM_210fcb3d1dce,kuromi oyuncak,kitty brick kuromi mini brick,anne & bebek & çocuk/oyuncak/lego & yapı oyuncakları,bricks,1,1,0.5055302352714913,probability,0.2,0.005530235271491324
TERM_ce16eca5,ITEM_86882ae3f6a4,çelik yemek kabı,"3 katlı sızdırmaz yemek termosu sefer tası saklama kabı mavi 2,25 litre mavi",ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/yemek kabı,freshbox,0,0,0.4944365280413275,probability,0.15384615384615385,0.005563471958672517
TERM_65072b29,ITEM_8b7c9d7d42bc,kaleci dizliği,voleybol dizliği (1 çift) dizlik kaleci ve koruyucu dizlik,spor & outdoor/ekipman & aksesuar/voleybol dizlik,hn sport,1,0,0.4942928672359036,probability,0.25,0.005707132764096401
TERM_4c6a5d51,ITEM_c07040f63e63,tv koltuğu,"newasan josefin koltuk, josephine, dinlenme koltuğu ,bordo  renk chaise lounge, ahşap ayak",ev & mobilya/mobilya/salon & oturma odası/kanepe & koltuklar/tv koltuğu,reyo,0,0,0.49417584144773585,probability,0.07692307692307693,0.005824158552264147
TERM_99e59ed6,ITEM_24adf3574350,keramika yemek tabağı,siyah biftek tabak,ev & mobilya/ev/sofra & mutfak/sofra/tabak,keramika,1,0,0.49414723006471734,probability,0.0,0.0058527699352826645
TERM_bcf0db1c,ITEM_9d994cc1b2f3,korkmaz 12 kişilik yemek takımı,mona collection 60 parça kare yemek takımı,ev & mobilya/ev/sofra & mutfak/sofra/yemek takımı,korkmaz,1,0,0.4941441828109766,probability,0.2,0.005855817189023393
TERM_61fbd883,ITEM_6eec7ad02c91,erkek gözlük,rb 4147 601/32 60 boyfriend güneş gözlüğü,aksesuar/gözlük/güneş gözlüğü,ray-ban,1,1,0.5058583919673909,probability,0.0,0.005858391967390908
TERM_c9a4467f,ITEM_d47c52921953,sensörlü led işık,fotosel hareket sensörlü led işıklı sibop kapağı renkli 2'li,spor & outdoor/ekipman & aksesuar/bisiklet & aksesuar/bisiklet aksesuarı,moda yedi,0,0,0.49407787251186963,probability,0.2,0.005922127488130369
TERM_af744d42,ITEM_d162762dbc5f,salon tül perde,yağmur desenli ince keten dokulu 1-2 seyrek pileli halatlı kruvaze tül perde,ev & mobilya/mobilya/perde/tül perde,perhal perde ve halı,0,0,0.49403992599467816,probability,0.15384615384615385,0.005960074005321836
TERM_b70013b8,ITEM_fa03fca1b8ff,little gusto tulum,organik pamuk bebe yakalı tulum playtime ayıcık nakışlı,giyim/salopet & tulum/tulum,little gusto,1,1,0.506032102043087,probability,0.1,0.006032102043087018
TERM_0fcba1b1,ITEM_5b659543fb86,tuz,loop dekoratif tepsi natural 25x40cm,ev & mobilya/ev/ev dekorasyon/dekoratif obje ve biblo,mudo home,0,0,0.493876425295152,probability,0.0,0.006123574704847978
TERM_754ab05c,ITEM_ceb6f3323370,lacivert duvak,lacivert kapitone nakışlı kasnak gelin duvağı,aksesuar/diğer aksesuar/gelin aksesuarı,zen duvak,1,1,0.5061583098511098,probability,0.14285714285714285,0.006158309851109767
TERM_0057f871,ITEM_e7418c32500c,erkek bornoz,atletic sport kapşonlu erkek bornozu,ev & mobilya/ev/banyo/banyo tekstili/bornoz,nuşa,1,1,0.5061830641713755,probability,0.16666666666666666,0.006183064171375485
TERM_9bafb5fb,ITEM_7c3c85ed326c,kiko far paleti,göz farı paleti - glamour multı fınısh eyeshadow palette 02 sunset vibes 11,kozmetik & kişisel bakım/makyaj/göz makyajı/göz farı,kiko,1,1,0.5061954765871035,probability,0.06666666666666667,0.00619547658710351
TERM_af2c55ef,ITEM_eec8ba36183e,beyaz eldiven,kadın 1 çift kışlık parmaksız termal esnek polarlı peluş eldiven,aksesuar/atkı & bere & eldiven/eldiven,hitit socks,1,0,0.49377509634939376,probability,0.09090909090909091,0.006224903650606239
TERM_4324ac8f,ITEM_e162e536bf0c,siyah güneş gözlüğü,kadın siyah güneş gözlüğü| 36 ekartman,aksesuar/gözlük/güneş gözlüğü,aqua di polo 1987,1,1,0.5062626419828364,probability,0.5,0.006262641982836437
TERM_e5b71b63,ITEM_edd493cd9bdb,süet bot,8013 kadin hakiki deri yandan tokali  yazlik bot,ayakkabı/bot & çizme/bot & bootie,inyola,1,1,0.5062972159473794,probability,0.1111111111111111,0.00629721594737942
TERM_fd84b398,ITEM_05fd0443e2bd,bayan bol paça pantolon,kadın leopar desenli yüksel bel geniş paça lıkralı palazzo pantolon,giyim/alt giyim/pantolon,bikelife,1,1,0.506313719613837,probability,0.16666666666666666,0.006313719613836977
TERM_91dfc08f,ITEM_41c225d9b53e,vans kadın,old skool,ayakkabı/spor ayakkabı/sneaker,vans,1,0,0.49346843001800017,probability,0.0,0.00653156998199983
TERM_c6da3795,ITEM_00586c6ed614,kocaelispor,kocaelispor h44526 tabela 23 jsy antrrrenman tişört beyaz,giyim/spor giyim/spor t-shirt,adidas,1,1,0.5065800785001813,probability,0.125,0.0065800785001812745
TERM_e76e2d99,ITEM_243c65df33f5,broş,sarmaşık broş,aksesuar/diğer aksesuar/broş,esra pamir,0,0,0.4933872714422997,probability,0.5,0.006612728557700287
TERM_a2f5d98f,ITEM_e379c5941d0f,bayrak kolye,türkiye bayrağı 14 ayar altın kaplama paslanmaz çelik mini kolye mini kolye ince zincir ülke bayrak,aksesuar/takı & mücevher/kolye/çelik kolye,666,1,1,0.5066561044709655,probability,0.14285714285714285,0.00665610447096554
