segment,retrieval_mode,policy,recall@10_mean,recall@10_count,recall@20_mean,recall@20_count,recall@50_mean,recall@50_count,recall@100_mean,recall@100_count,precision@10_mean,precision@10_count,map@10_mean,map@10_count,ndcg@10_mean,ndcg@10_count,mrr_mean,mrr_count
brand_query,hybrid_rrf,experimental_ranker,0.5956867954507649,322,0.7436771332151951,322,0.8815664948513064,322,0.9565443446256782,322,0.3854037267080745,322,0.4427682917921925,322,0.6309714347684026,322,0.6977452129935579,322
brand_query,hybrid_rrf,retrieval_only,0.654064007112255,322,0.7868149866797548,322,0.9057587815866746,322,0.9565443446256782,322,0.40434782608695646,322,0.5131187672851807,322,0.6957780958185726,322,0.7660337387962113,322
brand_query,hybrid_rrf,v1_relevance,0.5956867954507649,322,0.7436771332151951,322,0.8815664948513064,322,0.9565443446256782,322,0.3854037267080745,322,0.4427682917921925,322,0.6309714347684026,322,0.6977452129935579,322
brand_query,tfidf,blended_policy,0.5792802767730654,322,0.7275822230720672,322,0.8601180602358739,322,0.934528949118645,322,0.3832298136645963,322,0.43236373882160994,322,0.6187932976020812,322,0.6859754611522855,322
brand_query,tfidf,experimental_ranker,0.5792802767730654,322,0.7275822230720672,322,0.8601180602358739,322,0.934528949118645,322,0.3832298136645963,322,0.43236373882160994,322,0.6187932976020812,322,0.6859754611522855,322
brand_query,tfidf,retrieval_only,0.6532353366679424,322,0.7757223739680221,322,0.8888837579376457,322,0.934528949118645,322,0.4127329192546584,322,0.500614137833989,322,0.6852539853204364,322,0.743586287852419,322
brand_query,tfidf,v1_relevance,0.5792802767730654,322,0.7275822230720672,322,0.8601180602358739,322,0.934528949118645,322,0.3832298136645963,322,0.43236373882160994,322,0.6187932976020812,322,0.6859754611522855,322
category_query,hybrid_rrf,blended_policy,0.47535002717021646,637,0.6112263540427295,637,0.7905134502723897,637,0.8972460314180641,637,0.34631083202511775,637,0.3468691030530955,637,0.5281653414358611,637,0.6257116116945054,637
category_query,hybrid_rrf,experimental_ranker,0.47535002717021646,637,0.6112263540427295,637,0.7905134502723897,637,0.8972460314180641,637,0.34631083202511775,637,0.3468691030530955,637,0.5281653414358611,637,0.6257116116945054,637
category_query,hybrid_rrf,retrieval_only,0.5671426740636846,637,0.6956330798752105,637,0.8320568888966068,637,0.8972460314180641,637,0.3847723704866562,637,0.42737462141516996,637,0.6150406779590067,637,0.7110071096029549,637
category_query,hybrid_rrf,v1_relevance,0.47535002717021646,637,0.6112263540427295,637,0.7905134502723897,637,0.8972460314180641,637,0.34631083202511775,637,0.3468691030530955,637,0.5281653414358611,637,0.6257116116945054,637
category_query,tfidf,blended_policy,0.46712817700036513,637,0.6023496430015218,637,0.7754540234912642,637,0.8857251499411423,637,0.34379905808477235,637,0.34426893919995144,637,0.5241857314003536,637,0.6259310209033572,637
category_query,tfidf,experimental_ranker,0.46712817700036513,637,0.6023496430015218,637,0.7754540234912642,637,0.8857251499411423,637,0.34379905808477235,637,0.34426893919995144,637,0.5241857314003536,637,0.6259310209033572,637
category_query,tfidf,retrieval_only,0.5427511964600117,637,0.6715873632683947,637,0.8150192910254817,637,0.8857251499411423,637,0.3751962323390895,637,0.4146765374367741,637,0.59365317429105,637,0.684755413416791,637
category_query,tfidf,v1_relevance,0.46712817700036513,637,0.6023496430015218,637,0.7754540234912642,637,0.8857251499411423,637,0.34379905808477235,637,0.34426893919995144,637,0.5241857314003536,637,0.6259310209033572,637
gender_specific,hybrid_rrf,blended_policy,0.33701101476650225,77,0.5047496968124244,77,0.7078990193568283,77,0.8392320448268613,77,0.36103896103896105,77,0.21291243485736516,77,0.4452114494094782,77,0.5409006229405796,77
gender_specific,hybrid_rrf,experimental_ranker,0.33701101476650225,77,0.5047496968124244,77,0.7078990193568283,77,0.8392320448268613,77,0.36103896103896105,77,0.21291243485736516,77,0.4452114494094782,77,0.5409006229405796,77
gender_specific,hybrid_rrf,retrieval_only,0.42137840842017316,77,0.5752461527389117,77,0.753312230679843,77,0.8392320448268613,77,0.4246753246753247,77,0.3296887232784045,77,0.5859931924792667,77,0.716017316017316,77
gender_specific,hybrid_rrf,v1_relevance,0.33701101476650225,77,0.5047496968124244,77,0.7078990193568283,77,0.8392320448268613,77,0.36103896103896105,77,0.21291243485736516,77,0.4452114494094782,77,0.5409006229405796,77
gender_specific,tfidf,blended_policy,0.3141980693134489,77,0.5007356657801668,77,0.68277979113713,77,0.8435793124353237,77,0.36103896103896105,77,0.2091303127401324,77,0.4347351021188528,77,0.5245163684110606,77
gender_specific,tfidf,experimental_ranker,0.3141980693134489,77,0.5007356657801668,77,0.68277979113713,77,0.8435793124353237,77,0.36103896103896105,77,0.2091303127401324,77,0.4347351021188528,77,0.5245163684110606,77
gender_specific,tfidf,retrieval_only,0.4000568131897832,77,0.550875387257067,77,0.7575354077326355,77,0.8435793124353237,77,0.4,77,0.28377167429303896,77,0.5380694478381691,77,0.6722781187066902,77
gender_specific,tfidf,v1_relevance,0.3141980693134489,77,0.5007356657801668,77,0.68277979113713,77,0.8435793124353237,77,0.36103896103896105,77,0.2091303127401324,77,0.4347351021188528,77,0.5245163684110606,77
high_lexical_overlap,hybrid_rrf,blended_policy,0.5266473838529036,673,0.6614625331357125,673,0.8292866381421636,673,0.9196895438657173,673,0.3717682020802377,673,0.38651876391668466,673,0.5758878840507385,673,0.6700547985421522,673
high_lexical_overlap,hybrid_rrf,experimental_ranker,0.5266473838529036,673,0.6614625331357125,673,0.8292866381421636,673,0.9196895438657173,673,0.3717682020802377,673,0.38651876391668466,673,0.5758878840507385,673,0.6700547985421522,673
high_lexical_overlap,hybrid_rrf,retrieval_only,0.5952249503160366,673,0.7261125802843028,673,0.8585938262921895,673,0.9196895438657173,673,0.399851411589896,673,0.46336486517573017,673,0.650223686463302,673,0.7474602008756338,673
high_lexical_overlap,hybrid_rrf,v1_relevance,0.5266473838529036,673,0.6614625331357125,673,0.8292866381421636,673,0.9196895438657173,673,0.3717682020802377,673,0.38651876391668466,673,0.5758878840507385,673,0.6700547985421522,673
high_lexical_overlap,tfidf,blended_policy,0.5155277151373162,673,0.650867372749071,673,0.812234174684827,673,0.9076984882793729,673,0.36775631500742945,673,0.38001554938446175,673,0.5679396010221965,673,0.6678784483833429,673
high_lexical_overlap,tfidf,experimental_ranker,0.5155277151373162,673,0.650867372749071,673,0.812234174684827,673,0.9076984882793729,673,0.36775631500742945,673,0.38001554938446175,673,0.5679396010221965,673,0.6678784483833429,673
high_lexical_overlap,tfidf,retrieval_only,0.5846004161706706,673,0.713549841435195,673,0.8465693508739713,673,0.9076984882793729,673,0.39910846953937595,673,0.45722177393188956,673,0.6392831634196748,673,0.7287902439127119,673
high_lexical_overlap,tfidf,v1_relevance,0.5155277151373162,673,0.650867372749071,673,0.812234174684827,673,0.9076984882793729,673,0.36775631500742945,673,0.38001554938446175,673,0.5679396010221965,673,0.6678784483833429,673
long_query,hybrid_rrf,blended_policy,0.5589409119865881,129,0.6834998004087585,129,0.866391961025217,129,0.941494070486403,129,0.34728682170542635,129,0.4340327722541165,129,0.5902284132060096,129,0.6660408662351747,129
long_query,hybrid_rrf,experimental_ranker,0.5589409119865881,129,0.6834998004087585,129,0.866391961025217,129,0.941494070486403,129,0.34728682170542635,129,0.4340327722541165,129,0.5902284132060096,129,0.6660408662351747,129
long_query,hybrid_rrf,retrieval_only,0.6371212364825594,129,0.7497822150979266,129,0.8667946274022028,129,0.941494070486403,129,0.3984496124031008,129,0.49620013365564697,129,0.6725655959754154,129,0.7583029277394044,129
long_query,hybrid_rrf,v1_relevance,0.5589409119865881,129,0.6834998004087585,129,0.866391961025217,129,0.941494070486403,129,0.34728682170542635,129,0.4340327722541165,129,0.5902284132060096,129,0.6660408662351747,129
long_query,tfidf,blended_policy,0.5664479348078119,129,0.6824408158878884,129,0.8343799543929493,129,0.9281086229946736,129,0.3542635658914729,129,0.4370683710927076,129,0.5970758604855534,129,0.6759299561298437,129
long_query,tfidf,experimental_ranker,0.5664479348078119,129,0.6824408158878884,129,0.8343799543929493,129,0.9281086229946736,129,0.3542635658914729,129,0.4370683710927076,129,0.5970758604855534,129,0.6759299561298437,129
long_query,tfidf,retrieval_only,0.6135458685166244,129,0.7354439346440435,129,0.8661816106131425,129,0.9281086229946736,129,0.389922480620155,129,0.46971903408084575,129,0.6421639787365594,129,0.7272059902661151,129
long_query,tfidf,v1_relevance,0.5664479348078119,129,0.6824408158878884,129,0.8343799543929493,129,0.9281086229946736,129,0.3542635658914729,129,0.4370683710927076,129,0.5970758604855534,129,0.6759299561298437,129
low_lexical_overlap,hybrid_rrf,blended_policy,0.01515151515151515,11,0.08333333333333333,11,0.27326839826839827,11,0.6136363636363636,11,0.009090909090909092,11,0.0015151515151515152,11,0.007951974009218927,11,0.031832320362654126,11
low_lexical_overlap,hybrid_rrf,experimental_ranker,0.01515151515151515,11,0.08333333333333333,11,0.27326839826839827,11,0.6136363636363636,11,0.009090909090909092,11,0.0015151515151515152,11,0.007951974009218927,11,0.031832320362654126,11
low_lexical_overlap,hybrid_rrf,retrieval_only,0.17424242424242425,11,0.2905844155844156,11,0.5568181818181818,11,0.6136363636363636,11,0.09090909090909091,11,0.07352092352092351,11,0.1504868256337901,11,0.2818847818847819,11
low_lexical_overlap,hybrid_rrf,v1_relevance,0.01515151515151515,11,0.08333333333333333,11,0.27326839826839827,11,0.6136363636363636,11,0.009090909090909092,11,0.0015151515151515152,11,0.007951974009218927,11,0.031832320362654126,11
low_lexical_overlap,tfidf,blended_policy,0.0303030303030303,11,0.08658008658008658,11,0.2606060606060606,11,0.48925619834710743,11,0.018181818181818184,11,0.004924242424242425,11,0.016630195199170503,11,0.042872816563109324,11
low_lexical_overlap,tfidf,experimental_ranker,0.0303030303030303,11,0.08658008658008658,11,0.2606060606060606,11,0.48925619834710743,11,0.018181818181818184,11,0.004924242424242425,11,0.016630195199170503,11,0.042872816563109324,11
low_lexical_overlap,tfidf,retrieval_only,0.11255411255411256,11,0.24242424242424246,11,0.45454545454545453,11,0.48925619834710743,11,0.1,11,0.047381983096268815,11,0.11354919930586363,11,0.2321113924489452,11
low_lexical_overlap,tfidf,v1_relevance,0.0303030303030303,11,0.08658008658008658,11,0.2606060606060606,11,0.48925619834710743,11,0.018181818181818184,11,0.004924242424242425,11,0.016630195199170503,11,0.042872816563109324,11
medium_lexical_overlap,hybrid_rrf,blended_policy,0.16726467976467976,66,0.33624051231003105,66,0.5585378419778927,66,0.7500921682845408,66,0.1090909090909091,66,0.08612668686532322,66,0.16596222434642793,66,0.20373588830614744,66
medium_lexical_overlap,hybrid_rrf,experimental_ranker,0.16726467976467976,66,0.33624051231003105,66,0.5585378419778927,66,0.7500921682845408,66,0.1090909090909091,66,0.08612668686532322,66,0.16596222434642793,66,0.20373588830614744,66
medium_lexical_overlap,hybrid_rrf,retrieval_only,0.41279246847428663,66,0.4908733423439306,66,0.6366836430761282,66,0.7500921682845408,66,0.19242424242424244,66,0.25972696168403236,66,0.3802487564534875,66,0.4396374248187446,66
medium_lexical_overlap,hybrid_rrf,v1_relevance,0.16726467976467976,66,0.33624051231003105,66,0.5585378419778927,66,0.7500921682845408,66,0.1090909090909091,66,0.08612668686532322,66,0.16596222434642793,66,0.20373588830614744,66
medium_lexical_overlap,tfidf,blended_policy,0.16494275926094107,66,0.30805190798506304,66,0.5332761103236757,66,0.7310709383183348,66,0.10757575757575759,66,0.08384442777841046,66,0.16204602056014739,66,0.19738613560546175,66
medium_lexical_overlap,tfidf,experimental_ranker,0.16494275926094107,66,0.30805190798506304,66,0.5332761103236757,66,0.7310709383183348,66,0.10757575757575759,66,0.08384442777841046,66,0.16204602056014739,66,0.19738613560546175,66
medium_lexical_overlap,tfidf,retrieval_only,0.3495727757091393,66,0.4332739601456179,66,0.5786044466525749,66,0.7310709383183348,66,0.16969696969696968,66,0.22688846985879815,66,0.31723123605948417,66,0.3334587758171301,66
medium_lexical_overlap,tfidf,v1_relevance,0.16494275926094107,66,0.30805190798506304,66,0.5332761103236757,66,0.7310709383183348,66,0.10757575757575759,66,0.08384442777841046,66,0.16204602056014739,66,0.19738613560546175,66
medium_query,hybrid_rrf,blended_policy,0.5362320153552089,255,0.6668906708078876,255,0.8310843839052655,255,0.9340718881167475,255,0.36117647058823527,255,0.38826018248787436,255,0.565229602018861,255,0.6331112612311631,255
medium_query,hybrid_rrf,experimental_ranker,0.5362320153552089,255,0.6668906708078876,255,0.8310843839052655,255,0.9340718881167475,255,0.36117647058823527,255,0.38826018248787436,255,0.565229602018861,255,0.6331112612311631,255
medium_query,hybrid_rrf,retrieval_only,0.6038095261503915,255,0.7355894589541896,255,0.881765525597595,255,0.9340718881167475,255,0.39960784313725495,255,0.4776107412901036,255,0.6583684805795531,255,0.754780601176421,255
medium_query,hybrid_rrf,v1_relevance,0.5362320153552089,255,0.6668906708078876,255,0.8310843839052655,255,0.9340718881167475,255,0.36117647058823527,255,0.38826018248787436,255,0.565229602018861,255,0.6331112612311631,255
medium_query,tfidf,blended_policy,0.518123082601383,255,0.6564014952032305,255,0.8156141521123551,255,0.9132993044045495,255,0.35764705882352943,255,0.38134944443687335,255,0.5552838400977774,255,0.6244149951223513,255
medium_query,tfidf,experimental_ranker,0.518123082601383,255,0.6564014952032305,255,0.8156141521123551,255,0.9132993044045495,255,0.35764705882352943,255,0.38134944443687335,255,0.5552838400977774,255,0.6244149951223513,255
medium_query,tfidf,retrieval_only,0.5797532861258735,255,0.7088885062334437,255,0.8527806526261216,255,0.9132993044045495,255,0.37882352941176467,255,0.4539753383262793,255,0.6249327557414268,255,0.7198387008476655,255
medium_query,tfidf,v1_relevance,0.518123082601383,255,0.6564014952032305,255,0.8156141521123551,255,0.9132993044045495,255,0.35764705882352943,255,0.38134944443687335,255,0.5552838400977774,255,0.6244149951223513,255
model_code_query,hybrid_rrf,blended_policy,0.6519837598931031,47,0.7877531092609724,47,0.9320921985815602,47,0.9677304964539007,47,0.225531914893617,47,0.44375753235819976,47,0.5544478550469271,47,0.590769275809787,47
model_code_query,hybrid_rrf,experimental_ranker,0.6519837598931031,47,0.7877531092609724,47,0.9320921985815602,47,0.9677304964539007,47,0.225531914893617,47,0.44375753235819976,47,0.5544478550469271,47,0.590769275809787,47
model_code_query,hybrid_rrf,retrieval_only,0.7202461712406208,47,0.819221620192943,47,0.9014184397163121,47,0.9677304964539007,47,0.2723404255319149,47,0.5451881688194515,47,0.6479803516478466,47,0.6767781516217061,47
model_code_query,hybrid_rrf,v1_relevance,0.6519837598931031,47,0.7877531092609724,47,0.9320921985815602,47,0.9677304964539007,47,0.225531914893617,47,0.44375753235819976,47,0.5544478550469271,47,0.590769275809787,47
model_code_query,tfidf,blended_policy,0.62396957549594,47,0.7141715489772844,47,0.8434397163120567,47,0.875531914893617,47,0.23404255319148937,47,0.4195503388424956,47,0.5359529294085205,47,0.5829787234042553,47
model_code_query,tfidf,experimental_ranker,0.62396957549594,47,0.7141715489772844,47,0.8434397163120567,47,0.875531914893617,47,0.23404255319148937,47,0.4195503388424956,47,0.5359529294085205,47,0.5829787234042553,47
model_code_query,tfidf,retrieval_only,0.6185913249049234,47,0.7402438218580678,47,0.8570921985815603,47,0.875531914893617,47,0.23829787234042552,47,0.4485891844146437,47,0.5450555536312934,47,0.5623008954986427,47
model_code_query,tfidf,v1_relevance,0.62396957549594,47,0.7141715489772844,47,0.8434397163120567,47,0.875531914893617,47,0.23404255319148937,47,0.4195503388424956,47,0.5359529294085205,47,0.5829787234042553,47
number_heavy_query,hybrid_rrf,blended_policy,0.6519837598931031,47,0.7877531092609724,47,0.9320921985815602,47,0.9677304964539007,47,0.225531914893617,47,0.44375753235819976,47,0.5544478550469271,47,0.590769275809787,47
number_heavy_query,hybrid_rrf,experimental_ranker,0.6519837598931031,47,0.7877531092609724,47,0.9320921985815602,47,0.9677304964539007,47,0.225531914893617,47,0.44375753235819976,47,0.5544478550469271,47,0.590769275809787,47
number_heavy_query,hybrid_rrf,retrieval_only,0.7202461712406208,47,0.819221620192943,47,0.9014184397163121,47,0.9677304964539007,47,0.2723404255319149,47,0.5451881688194515,47,0.6479803516478466,47,0.6767781516217061,47
number_heavy_query,hybrid_rrf,v1_relevance,0.6519837598931031,47,0.7877531092609724,47,0.9320921985815602,47,0.9677304964539007,47,0.225531914893617,47,0.44375753235819976,47,0.5544478550469271,47,0.590769275809787,47
number_heavy_query,tfidf,blended_policy,0.62396957549594,47,0.7141715489772844,47,0.8434397163120567,47,0.875531914893617,47,0.23404255319148937,47,0.4195503388424956,47,0.5359529294085205,47,0.5829787234042553,47
number_heavy_query,tfidf,experimental_ranker,0.62396957549594,47,0.7141715489772844,47,0.8434397163120567,47,0.875531914893617,47,0.23404255319148937,47,0.4195503388424956,47,0.5359529294085205,47,0.5829787234042553,47
number_heavy_query,tfidf,retrieval_only,0.6185913249049234,47,0.7402438218580678,47,0.8570921985815603,47,0.875531914893617,47,0.23829787234042552,47,0.4485891844146437,47,0.5450555536312934,47,0.5623008954986427,47
number_heavy_query,tfidf,v1_relevance,0.62396957549594,47,0.7141715489772844,47,0.8434397163120567,47,0.875531914893617,47,0.23404255319148937,47,0.4195503388424956,47,0.5359529294085205,47,0.5829787234042553,47
rare_token_query,hybrid_rrf,blended_policy,0.5120928373624216,688,0.6472386049111828,688,0.8157847798277714,688,0.9133516994689824,688,0.3440406976744186,688,0.3736097555212821,688,0.5480534016747739,688,0.6361362003023409,688
rare_token_query,hybrid_rrf,experimental_ranker,0.5120928373624216,688,0.6472386049111828,688,0.8157847798277714,688,0.9133516994689824,688,0.3440406976744186,688,0.3736097555212821,688,0.5480534016747739,688,0.6361362003023409,688
rare_token_query,hybrid_rrf,retrieval_only,0.5976748576959422,688,0.7229450985759366,688,0.851355330686096,688,0.9133516994689824,688,0.37441860465116283,688,0.45922198321547264,688,0.6322433343347037,688,0.7190572301828471,688
rare_token_query,hybrid_rrf,v1_relevance,0.5120928373624216,688,0.6472386049111828,688,0.8157847798277714,688,0.9133516994689824,688,0.3440406976744186,688,0.3736097555212821,688,0.5480534016747739,688,0.6361362003023409,688
rare_token_query,tfidf,blended_policy,0.5014168189661562,688,0.6343042134770418,688,0.7993742454616813,688,0.8993137643961079,688,0.34055232558139537,688,0.3670774220752185,688,0.5401475851926706,688,0.6328606370080908,688
rare_token_query,tfidf,experimental_ranker,0.5014168189661562,688,0.6343042134770418,688,0.7993742454616813,688,0.8993137643961079,688,0.34055232558139537,688,0.3670774220752185,688,0.5401475851926706,688,0.6328606370080908,688
rare_token_query,tfidf,retrieval_only,0.5842951697538853,688,0.7082481314507041,688,0.8342346154906566,688,0.8993137643961079,688,0.37558139534883717,688,0.45279718142196407,688,0.6200207860276998,688,0.6960626827298765,688
rare_token_query,tfidf,v1_relevance,0.5014168189661562,688,0.6343042134770418,688,0.7993742454616813,688,0.8993137643961079,688,0.34055232558139537,688,0.3670774220752185,688,0.5401475851926706,688,0.6328606370080908,688
short_query,hybrid_rrf,blended_policy,0.42840787787511314,366,0.5738913387178197,366,0.7494215206368137,366,0.8622024031854942,366,0.3295081967213115,366,0.3028185299467699,366,0.48726915483259003,366,0.5939370497616919,366
short_query,hybrid_rrf,experimental_ranker,0.42840787787511314,366,0.5738913387178197,366,0.7494215206368137,366,0.8622024031854942,366,0.3295081967213115,366,0.3028185299467699,366,0.48726915483259003,366,0.5939370497616919,366
short_query,hybrid_rrf,retrieval_only,0.5289270286176564,366,0.6556574260014014,366,0.7904728130475329,366,0.8622024031854942,366,0.35382513661202186,366,0.3934281629032454,366,0.5729710097516104,366,0.6690365760920786,366
short_query,hybrid_rrf,v1_relevance,0.42840787787511314,366,0.5738913387178197,366,0.7494215206368137,366,0.8622024031854942,366,0.3295081967213115,366,0.3028185299467699,366,0.48726915483259003,366,0.5939370497616919,366
short_query,tfidf,blended_policy,0.4179686832743412,366,0.5571046508556244,366,0.7351908923649639,366,0.8521755402551182,366,0.3221311475409836,366,0.29429627167601785,366,0.47672446930199236,366,0.5916953376972542,366
short_query,tfidf,experimental_ranker,0.4179686832743412,366,0.5571046508556244,366,0.7351908923649639,366,0.8521755402551182,366,0.3221311475409836,366,0.29429627167601785,366,0.47672446930199236,366,0.5916953376972542,366
short_query,tfidf,retrieval_only,0.5212062117951296,366,0.6443796575506937,366,0.7752256077281319,366,0.8521755402551182,366,0.366120218579235,366,0.4012257595936365,366,0.574390343668447,366,0.6493685716219686,366
short_query,tfidf,v1_relevance,0.4179686832743412,366,0.5571046508556244,366,0.7351908923649639,366,0.8521755402551182,366,0.3221311475409836,366,0.29429627167601785,366,0.47672446930199236,366,0.5916953376972542,366
