term_id,retrieval_mode,item_id,retrieval_rank,retrieval_score,v1_probability
TERM_e6dc43bb,tfidf,ITEM_96bbf50f2f75,60,0.33729936561911983,0.6222717968931392
TERM_e6dc43bb,tfidf,ITEM_e5e8531fb453,61,0.3345514306731491,0.7815625745810783
TERM_e6dc43bb,tfidf,ITEM_9e101e2ed07f,62,0.33425113113654104,0.6237062767970173
TERM_e6dc43bb,tfidf,ITEM_2640152e4274,63,0.3342011727133003,0.6734521605876211
TERM_e6dc43bb,tfidf,ITEM_7ccfb6773ed3,64,0.33315865223499463,0.17929724483819537
TERM_e6dc43bb,tfidf,ITEM_077b6018eb89,65,0.33309177313484983,0.4153876008594069
TERM_e6dc43bb,tfidf,ITEM_d15ba98ecab6,66,0.33204193352843187,0.4892249106077372
TERM_e6dc43bb,tfidf,ITEM_5c1af4bc1f6b,67,0.328956946452522,0.7248974399843587
TERM_e6dc43bb,tfidf,ITEM_beab568dcc7b,68,0.3288797599607828,0.7724808202686955
TERM_e6dc43bb,tfidf,ITEM_9e074d22c43b,69,0.3284998256760132,0.6266619811750248
TERM_e6dc43bb,tfidf,ITEM_8b5b5aec7750,70,0.327429100530807,0.7601059851325653
TERM_e6dc43bb,tfidf,ITEM_d07a6387f3f3,71,0.32620595145285874,0.5989509367736771
TERM_e6dc43bb,tfidf,ITEM_962ffc5dbf7f,72,0.32571485374545817,0.6757945418770905
TERM_e6dc43bb,tfidf,ITEM_7d2ef25c6bd5,73,0.3253310470697287,0.5754938920097539
TERM_e6dc43bb,tfidf,ITEM_9f9e195e16b5,74,0.3246312394736135,0.6784133799829717
TERM_e6dc43bb,tfidf,ITEM_031c1151e572,75,0.323482538983175,0.39587335266042883
TERM_e6dc43bb,tfidf,ITEM_35fc85332736,76,0.3233421882330118,0.499824817112394
TERM_e6dc43bb,tfidf,ITEM_b203c71e7824,77,0.32260755806090713,0.27283802220254216
TERM_e6dc43bb,tfidf,ITEM_144f66786035,78,0.32249813762764845,0.7976233580856427
TERM_e6dc43bb,tfidf,ITEM_2c744e0c457e,79,0.3222476188067445,0.32250307265932254
TERM_e6dc43bb,tfidf,ITEM_a756b63750c1,80,0.32138794550985395,0.5456579420510455
TERM_e6dc43bb,tfidf,ITEM_ed5299a9ca65,81,0.3197286904837213,0.6946877738704936
TERM_e6dc43bb,tfidf,ITEM_5b49860619fa,82,0.31951193533605243,0.49566274921839715
TERM_e6dc43bb,tfidf,ITEM_a82b4bf8b536,83,0.318692995682064,0.38825359604166887
TERM_e6dc43bb,tfidf,ITEM_0e83eb5fe235,84,0.31796693610079774,0.5448262254163345
TERM_e6dc43bb,tfidf,ITEM_ec0e61f60f5c,85,0.3177750995937195,0.43029303496644644
TERM_e6dc43bb,tfidf,ITEM_4c532a72074d,86,0.3176054401350104,0.5790382289645473
TERM_e6dc43bb,tfidf,ITEM_9b1dfa295af3,87,0.31622080617925624,0.8738038480449379
TERM_e6dc43bb,tfidf,ITEM_3607bb78a82c,88,0.3161528914118453,0.5954046020294383
TERM_e6dc43bb,tfidf,ITEM_316d2d10acfc,89,0.31587673459368526,0.6210045339261806
TERM_e6dc43bb,tfidf,ITEM_2f9bb09880cb,90,0.3157912061161615,0.5395626745266139
TERM_e6dc43bb,tfidf,ITEM_2947b32ec765,91,0.31573059551092236,0.39831140505877294
TERM_e6dc43bb,tfidf,ITEM_162fe03de46d,92,0.3154847648991548,0.499668493462272
TERM_e6dc43bb,tfidf,ITEM_06c017260bac,93,0.31542420221800993,0.3419078930407268
TERM_e6dc43bb,tfidf,ITEM_56429f1d688f,94,0.3144901367117321,0.8305187913243767
TERM_e6dc43bb,tfidf,ITEM_50f228bc29e3,95,0.31439513743335257,0.7153796094732141
TERM_e6dc43bb,tfidf,ITEM_a818debbd8e0,96,0.3140958496316001,0.2156124088519317
TERM_e6dc43bb,tfidf,ITEM_7ad996331e0d,97,0.3139675019840489,0.3944513229494729
TERM_e6dc43bb,tfidf,ITEM_0055a57e2551,98,0.31387761393474367,0.47310184284935936
TERM_e6dc43bb,tfidf,ITEM_d57353e85add,99,0.3137398222043977,0.3865099337049284
TERM_e6dc43bb,tfidf,ITEM_1bdc9170c76b,100,0.3124886930862809,0.5806449331215939
TERM_e6dc43bb,hybrid_rrf,ITEM_d2cef4307629,1,0.08095238095238094,0.7591290799802444
TERM_e6dc43bb,hybrid_rrf,ITEM_0a2457bce9ad,2,0.07738095238095238,0.8631620757119067
TERM_e6dc43bb,hybrid_rrf,ITEM_c24085353ad0,3,0.0754985754985755,0.866357957283761
TERM_e6dc43bb,hybrid_rrf,ITEM_6e525f7f8c6d,4,0.07045454545454546,0.9333139619106949
TERM_e6dc43bb,hybrid_rrf,ITEM_2b8e17f688f6,5,0.06979405034324943,0.798309622468452
TERM_e6dc43bb,hybrid_rrf,ITEM_6f483d195f29,6,0.06818181818181818,0.8309772592811951
TERM_e6dc43bb,hybrid_rrf,ITEM_243b6b361fed,7,0.06475485661424607,0.9061077561703309
TERM_e6dc43bb,hybrid_rrf,ITEM_0e665bafe6ed,8,0.06374807987711213,0.8894601023395952
TERM_e6dc43bb,hybrid_rrf,ITEM_498f7c89ead5,9,0.06305418719211822,0.8661551372226007
TERM_e6dc43bb,hybrid_rrf,ITEM_935b438d90e1,10,0.05634920634920634,0.7872163116027032
TERM_e6dc43bb,hybrid_rrf,ITEM_7d58161b8ffa,11,0.056129032258064517,0.6821710489586589
TERM_e6dc43bb,hybrid_rrf,ITEM_7d4380b9210f,12,0.053558844256518676,0.3722059398479457
TERM_e6dc43bb,hybrid_rrf,ITEM_9da828bbb289,13,0.05303030303030303,0.8735532767429959
TERM_e6dc43bb,hybrid_rrf,ITEM_628b0f2ec4da,14,0.052564102564102565,0.5460741897322773
TERM_e6dc43bb,hybrid_rrf,ITEM_6fabf9d2f78a,15,0.05020408163265306,0.9539235714538857
TERM_e6dc43bb,hybrid_rrf,ITEM_6c6c2483e183,16,0.04776247848537005,0.9176306487107045
TERM_e6dc43bb,hybrid_rrf,ITEM_e57d0e54cc88,17,0.047643442622950824,0.8171833260095508
TERM_e6dc43bb,hybrid_rrf,ITEM_07f5db25f9b6,18,0.04759358288770053,0.7634347031852012
TERM_e6dc43bb,hybrid_rrf,ITEM_042071ab6743,19,0.04612937433722163,0.7327099555200688
TERM_e6dc43bb,hybrid_rrf,ITEM_4b4b3550c738,20,0.04444444444444444,0.8582644937730084
TERM_e6dc43bb,hybrid_rrf,ITEM_6d07cf89c27a,21,0.042590178183398525,0.7807389750504724
TERM_e6dc43bb,hybrid_rrf,ITEM_2325ec55f557,22,0.042359074617139135,0.8323959103887336
TERM_e6dc43bb,hybrid_rrf,ITEM_34050c2fb856,23,0.041666666666666664,0.7577328937569315
TERM_e6dc43bb,hybrid_rrf,ITEM_782312b9ac16,24,0.041666666666666664,0.20655902524486314
TERM_e6dc43bb,hybrid_rrf,ITEM_9b1dfa295af3,25,0.040595794392523366,0.8738038480449379
TERM_e6dc43bb,hybrid_rrf,ITEM_621060157e12,26,0.040360360360360364,0.41341090328941915
TERM_e6dc43bb,hybrid_rrf,ITEM_4bd74f51245d,27,0.039312754804892255,0.8825241003686868
TERM_e6dc43bb,hybrid_rrf,ITEM_acfc33f71458,28,0.038461538461538464,0.8062577809692606
TERM_e6dc43bb,hybrid_rrf,ITEM_7ccfb6773ed3,29,0.03822055137844611,0.17929724483819537
TERM_e6dc43bb,hybrid_rrf,ITEM_4b302cc238f5,30,0.037987012987012986,0.8457781790873816
TERM_e6dc43bb,hybrid_rrf,ITEM_fbe0d45dea64,31,0.037836147592245156,0.8522041859091054
TERM_e6dc43bb,hybrid_rrf,ITEM_f8f901f7f8bf,32,0.037037037037037035,0.18398805721492692
TERM_e6dc43bb,hybrid_rrf,ITEM_96bbf50f2f75,33,0.03689024390243903,0.6222717968931392
TERM_e6dc43bb,hybrid_rrf,ITEM_fdf42976210a,34,0.03684922244759973,0.3879171886503952
TERM_e6dc43bb,hybrid_rrf,ITEM_6841a73a18cc,35,0.03628117913832199,0.7328455543352071
TERM_e6dc43bb,hybrid_rrf,ITEM_8fcdac9c0554,36,0.034575260804769,0.5829736649358864
TERM_e6dc43bb,hybrid_rrf,ITEM_9e074d22c43b,37,0.03449176900966815,0.6266619811750248
TERM_e6dc43bb,hybrid_rrf,ITEM_6472a966e1fa,38,0.034482758620689655,0.8550903016821929
TERM_e6dc43bb,hybrid_rrf,ITEM_05b61b9c50ba,39,0.034239130434782605,0.7596988758017962
TERM_e6dc43bb,hybrid_rrf,ITEM_f82ce5d2a3ab,40,0.03393665158371041,0.7559895186240757
TERM_e6dc43bb,hybrid_rrf,ITEM_5b94d93b98db,41,0.03367003367003367,0.5679795434124135
TERM_e6dc43bb,hybrid_rrf,ITEM_9247a721cca3,42,0.03259803921568627,0.6556310237994101
TERM_e6dc43bb,hybrid_rrf,ITEM_5c1af4bc1f6b,43,0.03232758620689655,0.7248974399843587
TERM_e6dc43bb,hybrid_rrf,ITEM_b37eeb14ae33,44,0.03225806451612903,0.1207546902102765
TERM_e6dc43bb,hybrid_rrf,ITEM_3a500ce0a9ba,45,0.03182957393483709,0.7283005729724398
TERM_e6dc43bb,hybrid_rrf,ITEM_f00afdc87e41,46,0.031771799628942485,0.7230808323968599
TERM_e6dc43bb,hybrid_rrf,ITEM_edbcdafa350f,47,0.03055037313432836,0.4777065324700546
TERM_e6dc43bb,hybrid_rrf,ITEM_fd5e16e98e8c,48,0.030107047279214986,0.7687427854081205
TERM_e6dc43bb,hybrid_rrf,ITEM_a68c70e5a171,49,0.02970873786407767,0.5731420361016798
TERM_e6dc43bb,hybrid_rrf,ITEM_9a1f9f78caa3,50,0.02861685214626391,0.7275007790984762
TERM_e6dc43bb,hybrid_rrf,ITEM_6c3bf62ff4eb,51,0.02857142857142857,0.7698547914489813
TERM_e6dc43bb,hybrid_rrf,ITEM_9e101e2ed07f,52,0.027346637102734665,0.6237062767970173
TERM_e6dc43bb,hybrid_rrf,ITEM_a82b4bf8b536,53,0.027252597513200475,0.38825359604166887
TERM_e6dc43bb,hybrid_rrf,ITEM_e754cb5d269a,54,0.027212143650499815,0.21212957783397018
TERM_e6dc43bb,hybrid_rrf,ITEM_804da98ad90e,55,0.02702702702702703,0.9546161072049819
TERM_e6dc43bb,hybrid_rrf,ITEM_beab568dcc7b,56,0.02674825174825175,0.7724808202686955
TERM_e6dc43bb,hybrid_rrf,ITEM_50f228bc29e3,57,0.026552795031055898,0.7153796094732141
TERM_e6dc43bb,hybrid_rrf,ITEM_1ce631c9adf3,58,0.025478740668614087,0.7618232545043143
TERM_e6dc43bb,hybrid_rrf,ITEM_077b6018eb89,59,0.024422933730454205,0.4153876008594069
TERM_e6dc43bb,hybrid_rrf,ITEM_ed5299a9ca65,60,0.023985497141263423,0.6946877738704936
TERM_e6dc43bb,hybrid_rrf,ITEM_7eaff954127f,61,0.0239010989010989,0.5086945681288537
TERM_e6dc43bb,hybrid_rrf,ITEM_04f60a515e36,62,0.023809523809523808,0.5536237798293722
TERM_e6dc43bb,hybrid_rrf,ITEM_144f66786035,63,0.023361976369495163,0.7976233580856427
TERM_e6dc43bb,hybrid_rrf,ITEM_a522db3640a7,64,0.0233423111453123,0.7403617610771008
TERM_e6dc43bb,hybrid_rrf,ITEM_e323f8efb660,65,0.02233280737953635,0.3346302366023174
TERM_e6dc43bb,hybrid_rrf,ITEM_0126815cc743,66,0.022222222222222223,0.13623949301313762
TERM_e6dc43bb,hybrid_rrf,ITEM_082469958620,67,0.022222222222222223,0.8147787343101517
TERM_e6dc43bb,hybrid_rrf,ITEM_e5e8531fb453,68,0.02143658810325477,0.7815625745810783
TERM_e6dc43bb,hybrid_rrf,ITEM_5ad02c3673be,69,0.02127659574468085,0.7253652662384215
TERM_e6dc43bb,hybrid_rrf,ITEM_2c744e0c457e,70,0.021212121212121213,0.32250307265932254
TERM_e6dc43bb,hybrid_rrf,ITEM_2640152e4274,71,0.020743844944997383,0.6734521605876211
TERM_e6dc43bb,hybrid_rrf,ITEM_3607bb78a82c,72,0.020128824476650563,0.5954046020294383
TERM_e6dc43bb,hybrid_rrf,ITEM_06c017260bac,73,0.02008551257830367,0.3419078930407268
TERM_e6dc43bb,hybrid_rrf,ITEM_3bb9869838f3,74,0.02,0.3248995532151201
TERM_e6dc43bb,hybrid_rrf,ITEM_962ffc5dbf7f,75,0.019344141488577743,0.6757945418770905
TERM_e6dc43bb,hybrid_rrf,ITEM_031c1151e572,76,0.0189296771340115,0.39587335266042883
TERM_e6dc43bb,hybrid_rrf,ITEM_46aa04af1fe8,77,0.018867924528301886,0.6220185938065899
TERM_e6dc43bb,hybrid_rrf,ITEM_52c04d4bb0ad,78,0.018867924528301886,0.11785280136029429
TERM_e6dc43bb,hybrid_rrf,ITEM_4b45b7f12722,79,0.018518518518518517,0.5676802612080037
TERM_e6dc43bb,hybrid_rrf,ITEM_ec0e61f60f5c,80,0.018452380952380953,0.43029303496644644
TERM_e6dc43bb,hybrid_rrf,ITEM_31ded5afb28a,81,0.017241379310344827,0.2933886836733144
TERM_e6dc43bb,hybrid_rrf,ITEM_d57353e85add,82,0.017175291169099216,0.3865099337049284
TERM_e6dc43bb,hybrid_rrf,ITEM_422d94d49032,83,0.015873015873015872,0.23827680167866255
TERM_e6dc43bb,hybrid_rrf,ITEM_e55731747bef,84,0.015625,0.7103145684109071
TERM_e6dc43bb,hybrid_rrf,ITEM_ccec2ede5ceb,85,0.015384615384615385,0.05756532019575215
TERM_e6dc43bb,hybrid_rrf,ITEM_5d5e5cdc8c29,86,0.014925373134328358,0.3574944706829744
TERM_e6dc43bb,hybrid_rrf,ITEM_56ed62c70759,87,0.014705882352941176,0.5036857434209779
TERM_e6dc43bb,hybrid_rrf,ITEM_c35080551fb1,88,0.014492753623188406,0.19465827367779395
TERM_e6dc43bb,hybrid_rrf,ITEM_ee346b9c406c,89,0.014084507042253521,0.5110828170502003
TERM_e6dc43bb,hybrid_rrf,ITEM_6d7f6222909a,90,0.013888888888888888,0.07073577897269488
TERM_e6dc43bb,hybrid_rrf,ITEM_d099a908d8d7,91,0.013888888888888888,0.6476582192761015
TERM_e6dc43bb,hybrid_rrf,ITEM_f0ee0b38fb55,92,0.0136986301369863,0.09783474933802642
TERM_e6dc43bb,hybrid_rrf,ITEM_466fd8cf6292,93,0.013513513513513514,0.45657530618280284
TERM_e6dc43bb,hybrid_rrf,ITEM_9d12d1364ad9,94,0.013333333333333334,0.7658154610670672
TERM_e6dc43bb,hybrid_rrf,ITEM_b5b46945c8fa,95,0.01282051282051282,0.2836892864661117
TERM_e6dc43bb,hybrid_rrf,ITEM_f4402845cd2f,96,0.012345679012345678,0.435477006955421
TERM_e6dc43bb,hybrid_rrf,ITEM_61e19d8b3bb1,97,0.011627906976744186,0.11632171915155637
TERM_e6dc43bb,hybrid_rrf,ITEM_d15ba98ecab6,98,0.011627906976744186,0.4892249106077372
TERM_e6dc43bb,hybrid_rrf,ITEM_2eb4a77b3586,99,0.011494252873563218,0.13760003947290944
TERM_e6dc43bb,hybrid_rrf,ITEM_8b5b5aec7750,100,0.011111111111111112,0.7601059851325653
TERM_5f45746b,tfidf,ITEM_480e7a8fe498,1,0.19391680336080086,0.9659300222391876
TERM_5f45746b,tfidf,ITEM_a57abe43b989,2,0.18399869446660783,0.49392688376293353
TERM_5f45746b,tfidf,ITEM_29a00c7406c5,3,0.18242499433693132,0.17371430883580427
TERM_5f45746b,tfidf,ITEM_7ef0d150ff25,4,0.18133118097462841,0.6410891973651307
TERM_5f45746b,tfidf,ITEM_f6110d8e51a5,5,0.17736909928602113,0.8039323792748778
TERM_5f45746b,tfidf,ITEM_dca5c7c4ef40,6,0.17206056592318764,0.5054343053780407
TERM_5f45746b,tfidf,ITEM_6abe7da00e98,7,0.17155817805926243,0.5740011603674734
TERM_5f45746b,tfidf,ITEM_368023fe1972,8,0.17137032509169364,0.5881928887537182
TERM_5f45746b,tfidf,ITEM_1fc006e76a5a,9,0.1678561077532416,0.49993454946820903
TERM_5f45746b,tfidf,ITEM_8779c7b0213d,10,0.1653918439320433,0.5609471679219815
TERM_5f45746b,tfidf,ITEM_94878a2dcb35,11,0.16272210402310766,0.18411664089905613
TERM_5f45746b,tfidf,ITEM_a94da9bde9f0,12,0.13736915042581546,0.15950978550007713
TERM_5f45746b,tfidf,ITEM_5922135a78ab,13,0.13639630240437026,0.14913193240862457
TERM_5f45746b,tfidf,ITEM_315c7409e419,14,0.13440937197705355,0.17034387362232806
TERM_5f45746b,tfidf,ITEM_6892bc1ba23f,15,0.13325155802599775,0.41275835833544094
TERM_5f45746b,tfidf,ITEM_b2b9574cca30,16,0.1326515765318525,0.4570952302022665
TERM_5f45746b,tfidf,ITEM_aecf28276fc3,17,0.13069350882064884,0.14811546460928887
TERM_5f45746b,tfidf,ITEM_9c0390ae5ff2,18,0.12836640925644938,0.2676827254930563
TERM_5f45746b,tfidf,ITEM_995e01766704,19,0.12761437460902827,0.5146782002739181
TERM_5f45746b,tfidf,ITEM_7adf3c948dc6,20,0.12674942482939644,0.19340683799284963
TERM_5f45746b,tfidf,ITEM_4dd9de4c4597,21,0.12540156517666598,0.4167468122863249
TERM_5f45746b,tfidf,ITEM_d652259cfa44,22,0.11584507609359027,0.20176584284249166
TERM_5f45746b,tfidf,ITEM_aa48ff72b46c,23,0.11340092578410466,0.760779330024984
TERM_5f45746b,tfidf,ITEM_46fc29e29f4f,24,0.1121035215477363,0.706314017374318
TERM_5f45746b,tfidf,ITEM_961a7b351b4b,25,0.10492484325169213,0.5393273538617357
TERM_5f45746b,tfidf,ITEM_832f37395125,26,0.1026924582515813,0.34276649239080653
TERM_5f45746b,tfidf,ITEM_42336b7b3512,27,0.09857176320039561,0.4052604734720955
TERM_5f45746b,tfidf,ITEM_dfd8a5486b0c,28,0.051479978907272475,0.27438700904480406
TERM_5f45746b,tfidf,ITEM_45b008378e24,29,0.042244624520898555,0.038476087288644475
TERM_5f45746b,tfidf,ITEM_a872c1d26688,30,0.04174946657423975,0.0238483255769681
TERM_5f45746b,tfidf,ITEM_5de9e4024f38,31,0.04043257817539912,0.029468250935580483
TERM_5f45746b,tfidf,ITEM_a3d4ca9dbb61,32,0.038758463548945035,0.055613501184868644
TERM_5f45746b,tfidf,ITEM_1608c4fb40c3,33,0.03391241596157633,0.06605423610962019
TERM_5f45746b,tfidf,ITEM_74de74d2ac66,34,0.03262611136498706,0.04934472468230943
TERM_5f45746b,tfidf,ITEM_00b0b11e694d,35,0.0313509321454616,0.028022047942648048
TERM_5f45746b,tfidf,ITEM_518f0433b87e,36,0.03065906020415566,0.03868476025382237
TERM_5f45746b,tfidf,ITEM_e3993663b6c7,37,0.03045996577780566,0.1528565290135247
TERM_5f45746b,tfidf,ITEM_1b24374c8069,38,0.030380759064135843,0.03342097967020104
TERM_5f45746b,tfidf,ITEM_32a65b50ba9b,39,0.03022472262218261,0.0712382407181398
TERM_5f45746b,tfidf,ITEM_fd7a94fb7bf1,40,0.029326144306806752,0.026808323832664648
TERM_5f45746b,tfidf,ITEM_00e05d24b271,41,0.028622281564232372,0.0889595656078041
TERM_5f45746b,tfidf,ITEM_5ade4d38d1d2,42,0.028093378848841707,0.021954989547228874
TERM_5f45746b,tfidf,ITEM_28c2fdc6bafd,43,0.028066124938233312,0.03148514589923362
TERM_5f45746b,tfidf,ITEM_b200e1d64651,44,0.02796996402320491,0.04132689793404775
TERM_5f45746b,tfidf,ITEM_9a98b930ed7d,45,0.027469058098053875,0.054890115267854124
TERM_5f45746b,tfidf,ITEM_94118655cb6c,46,0.02741562854795966,0.009021060324600785
TERM_5f45746b,tfidf,ITEM_9bd5e1c208e5,47,0.027355520198739682,0.14116353232529913
TERM_5f45746b,tfidf,ITEM_cc493c53deb8,48,0.027191114936049355,0.015634230531500384
TERM_5f45746b,tfidf,ITEM_6a7232c1a2e9,49,0.026593574947786875,0.1906429337537432
TERM_5f45746b,tfidf,ITEM_a2c017251e05,50,0.025868810754081956,0.05972919352035451
TERM_5f45746b,tfidf,ITEM_89e6889e0dc4,51,0.025107737973090766,0.11058020700223858
TERM_5f45746b,tfidf,ITEM_e4cb4a08191c,52,0.025034869018533953,0.024075197548711326
TERM_5f45746b,tfidf,ITEM_ab5ce320351f,53,0.024847824316796486,0.02293891915010446
TERM_5f45746b,tfidf,ITEM_ae6a27b67950,54,0.02479753131284407,0.16299615085425787
TERM_5f45746b,tfidf,ITEM_16d0068347ac,55,0.024689780753444565,0.02842107402217891
TERM_5f45746b,tfidf,ITEM_fd692121aa21,56,0.024534705874723853,0.016075171671206485
TERM_5f45746b,tfidf,ITEM_52c6ce78b108,57,0.023941052335109566,0.09366105855917065
TERM_5f45746b,tfidf,ITEM_9e1204603582,58,0.023921770485734375,0.010168971158841298
TERM_5f45746b,tfidf,ITEM_27dbad95e642,59,0.02388361859698982,0.0438811688583527
TERM_5f45746b,tfidf,ITEM_04cd884e440e,60,0.0235825396422648,0.0964614872078739
TERM_5f45746b,tfidf,ITEM_560d3c957169,61,0.0235655490960386,0.027647433648731113
TERM_5f45746b,tfidf,ITEM_e0352efd264d,62,0.023394614632518754,0.010051822903465813
TERM_5f45746b,tfidf,ITEM_d5c39ed22a15,63,0.023310379605201853,0.022844770391794497
TERM_5f45746b,tfidf,ITEM_e2308bce74a0,64,0.02317058114108266,0.11136750311750944
TERM_5f45746b,tfidf,ITEM_f2fb6424098b,65,0.022988433847847614,0.018966271669813625
TERM_5f45746b,tfidf,ITEM_4d588067d9cb,66,0.02270084885923746,0.01598282481999249
TERM_5f45746b,tfidf,ITEM_0da313bb1917,67,0.022684834066151988,0.08402741734908284
